Genome,Genome ID,Accession,BRC ID,RefSeq Locus Tag,Alt Locus Tag,Feature ID,Annotation,Feature Type,Start,End,Length,Strand,FIGfam ID,PATRIC genus-specific families (PLfams),PATRIC cross-genus families (PGfams),Protein ID,AA Length,Gene Symbol,Product,GO
"Mycobacterium bovis strain MB3","1765.317","CDHH01000018","fig|1765.317.peg.849","MBO_300770",,"PATRIC.1765.317.CDHH01000018.CDS.151582.152601.fwd","PATRIC","CDS",151582,152601,1020,"+","FIG00000384","PLF_1763_00000444","PGF_00423089",,339,,"Diaminohydroxyphosphoribosylaminopyrimidine deaminase (EC 3.5.4.26) / 5-amino-6-(5-phosphoribosylamino)uracil reductase (EC 1.1.1.193)","GO:0008835|diaminohydroxyphosphoribosylaminopyrimidine deaminase activity;GO:0008703|5-amino-6-(5-phosphoribosylamino)uracil reductase activity"
"Mycobacterium bovis strain MB3","1765.317","CDHH01000018","fig|1765.317.peg.850","MBO_300771",,"PATRIC.1765.317.CDHH01000018.CDS.152598.154154.rev","PATRIC","CDS",152598,154154,1557,"-","FIG00997405","PLF_1763_00000747","PGF_02564336",,518,,"Multidrug efflux pump P55",
"Mycobacterium bovis strain MB3","1765.317","CDHH01000018","fig|1765.317.peg.851","MBO_300772",,"PATRIC.1765.317.CDHH01000018.CDS.154160.154879.rev","PATRIC","CDS",154160,154879,720,"-","FIG01327396","PLF_1763_00002595","PGF_00008898",,239,,"Glycolipoprotein LprG, triacylated glycolipid-binding antigen P27 => modulating immune response against mycobacteria in favour of bacterial persistence",
"Mycobacterium bovis strain MB3","1765.317","CDHH01000018","fig|1765.317.peg.732","MBO_300654",,"PATRIC.1765.317.CDHH01000018.CDS.15450.15746.fwd","PATRIC","CDS",15450,15746,297,"+","FIG00997640","PLF_1763_00004345","PGF_00020650",,98,,"ATP/GTP-binding protein",
"Mycobacterium bovis strain MB3","1765.317","CDHH01000018","fig|1765.317.peg.852","MBO_300773",,"PATRIC.1765.317.CDHH01000018.CDS.154955.155560.fwd","PATRIC","CDS",154955,155560,606,"+","FIG00000273","PLF_1763_00000604","PGF_03751076",,201,,"Riboflavin synthase eubacterial/eukaryotic (EC 2.5.1.9)","GO:0004746|riboflavin synthase activity"
"Mycobacterium bovis strain MB3","1765.317","CDHH01000018","fig|1765.317.peg.853",,,"PATRIC.1765.317.CDHH01000018.CDS.155774.156289.fwd","PATRIC","CDS",155774,156289,516,"+","FIG01386312","PLF_1763_00003218","PGF_00018232",,171,,"METAL-ACTIVATED PYRIDOXAL ENZYME",
"Mycobacterium bovis strain MB3","1765.317","CDHH01000018","fig|1765.317.peg.854","MBO_300774",,"PATRIC.1765.317.CDHH01000018.CDS.156279.156680.fwd","PATRIC","CDS",156279,156680,402,"+","FIG01386312","PLF_1763_00003485","PGF_08225224",,133,,"hypothetical protein",
"Mycobacterium bovis strain MB3","1765.317","CDHH01000018","fig|1765.317.peg.855","MBO_300775",,"PATRIC.1765.317.CDHH01000018.CDS.156785.158062.fwd","PATRIC","CDS",156785,158062,1278,"+","FIG00000378","PLF_1763_00037446","PGF_00416674",,425,,"3,4-dihydroxy-2-butanone 4-phosphate synthase (EC 4.1.99.12) / GTP cyclohydrolase II (EC 3.5.4.25)","GO:0008686|3,4-dihydroxy-2-butanone-4-phosphate synthase activity;GO:0003935|GTP cyclohydrolase II activity"
"Mycobacterium bovis strain MB3","1765.317","CDHH01000018","fig|1765.317.peg.733","MBO_300655",,"PATRIC.1765.317.CDHH01000018.CDS.15781.16236.rev","PATRIC","CDS",15781,16236,456,"-","FIG00019870","PLF_1763_00000194","PGF_00021018",,151,,"Methylmalonyl-CoA epimerase (EC 5.1.99.1) @ Ethylmalonyl-CoA epimerase","GO:0004493|methylmalonyl-CoA epimerase activity"
"Mycobacterium bovis strain MB3","1765.317","CDHH01000018","fig|1765.317.peg.856","MBO_300776",,"PATRIC.1765.317.CDHH01000018.CDS.158059.158541.fwd","PATRIC","CDS",158059,158541,483,"+","FIG00000231","PLF_1763_00001019","PGF_00426932",,160,,"6,7-dimethyl-8-ribityllumazine synthase (EC 2.5.1.78)",
"Mycobacterium bovis strain MB3","1765.317","CDHH01000018","fig|1765.317.peg.857","MBO_300777",,"PATRIC.1765.317.CDHH01000018.CDS.158538.159002.fwd","PATRIC","CDS",158538,159002,465,"+","FIG00485194","PLF_1763_00030158","PGF_00019845",,154,,"Membrane protein",
"Mycobacterium bovis strain MB3","1765.317","CDHH01000018","fig|1765.317.peg.858","MBO_300778",,"PATRIC.1765.317.CDHH01000018.CDS.159027.159713.fwd","PATRIC","CDS",159027,159713,687,"+","FIG01346249","PLF_1763_00024138","PGF_00333342",,228,,"Lipoprotein LprH",
"Mycobacterium bovis strain MB3","1765.317","CDHH01000018","fig|1765.317.peg.859","MBO_300779",,"PATRIC.1765.317.CDHH01000018.CDS.159893.160366.fwd","PATRIC","CDS",159893,160366,474,"+","FIG00821635","PLF_1763_00353920","PGF_00846470",,157,,"hypothetical protein",
"Mycobacterium bovis strain MB3","1765.317","CDHH01000018","fig|1765.317.peg.860","MBO_300780",,"PATRIC.1765.317.CDHH01000018.CDS.160430.162370.fwd","PATRIC","CDS",160430,162370,1941,"+","FIG00000185","PLF_1763_00000415","PGF_00424971",,646,,"Excinuclease ABC subunit C",
"Mycobacterium bovis strain MB3","1765.317","CDHH01000018","fig|1765.317.peg.861","MBO_300781",,"PATRIC.1765.317.CDHH01000018.CDS.162367.163272.fwd","PATRIC","CDS",162367,163272,906,"+","FIG01307205","PLF_1763_00000696","PGF_03788368",,301,,"RNase adapter protein RapZ",
"Mycobacterium bovis strain MB3","1765.317","CDHH01000018","fig|1765.317.peg.862","MBO_300782",,"PATRIC.1765.317.CDHH01000018.CDS.163269.164297.fwd","PATRIC","CDS",163269,164297,1029,"+",,"PLF_1763_00000615","PGF_08005402",,342,,"FIG002813: LPPG:FO 2-phospho-L-lactate transferase like, CofD-like",
"Mycobacterium bovis strain MB3","1765.317","CDHH01000018","fig|1765.317.peg.734","MBO_300656",,"PATRIC.1765.317.CDHH01000018.CDS.16330.17499.fwd","PATRIC","CDS",16330,17499,1170,"+","FIG00000004","PLF_1763_00000166","PGF_08262214",,389,,"3-ketoacyl-CoA thiolase (EC 2.3.1.16) @ Acetyl-CoA acetyltransferase (EC 2.3.1.9)","GO:0003988|acetyl-CoA C-acyltransferase activity;GO:0003985|acetyl-CoA C-acetyltransferase activity"
"Mycobacterium bovis strain MB3","1765.317","CDHH01000018","fig|1765.317.peg.863","MBO_300783",,"PATRIC.1765.317.CDHH01000018.CDS.164294.165271.fwd","PATRIC","CDS",164294,165271,978,"+","FIG01304101","PLF_1763_00000460","PGF_00425738",,325,,"Sporulation transcription regulator WhiA",
"Mycobacterium bovis strain MB3","1765.317","CDHH01000018","fig|1765.317.peg.864","MBO_300784",,"PATRIC.1765.317.CDHH01000018.CDS.165281.166111.rev","PATRIC","CDS",165281,166111,831,"-","FIG00820380","PLF_1763_00003281","PGF_08225224",,276,,"hypothetical protein",
"Mycobacterium bovis strain MB3","1765.317","CDHH01000018","fig|1765.317.peg.865","MBO_300785",,"PATRIC.1765.317.CDHH01000018.CDS.166106.167425.fwd","PATRIC","CDS",166106,167425,1320,"+","FIG01309728","PLF_1763_00001384","PGF_02446839",,439,,"Diacyglycerol O-acyltransferase (EC 2.3.1.20)","GO:0004144|diacylglycerol O-acyltransferase activity"
"Mycobacterium bovis strain MB3","1765.317","CDHH01000018","fig|1765.317.peg.866","MBO_300786",,"PATRIC.1765.317.CDHH01000018.CDS.167447.168709.rev","PATRIC","CDS",167447,168709,1263,"-","FIG01320296","PLF_1763_00002224","PGF_00705210",,420,,"Esterase LipO",
"Mycobacterium bovis strain MB3","1765.317","CDHH01000018","fig|1765.317.peg.867","MBO_300787",,"PATRIC.1765.317.CDHH01000018.CDS.168709.170316.rev","PATRIC","CDS",168709,170316,1608,"-","FIG00018699","PLF_1763_00001507","PGF_03114428",,535,,"Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3) @ Long-chain fatty-acid-CoA ligase (EC 6.2.1.3), Mycobacterial subgroup FadD12","GO:0004467|long-chain fatty acid-CoA ligase activity"
"Mycobacterium bovis strain MB3","1765.317","CDHH01000018","fig|1765.317.peg.868","MBO_300788",,"PATRIC.1765.317.CDHH01000018.CDS.170320.171147.rev","PATRIC","CDS",170320,171147,828,"-","FIG00018699","PLF_1763_00372817","PGF_00018062",,275,,"Lysophospholipid Acyltransferases (LPLATs) of Glycerophospholipid Biosynthesis: MGAT-like",
"Mycobacterium bovis strain MB3","1765.317","CDHH01000018","fig|1765.317.peg.869","MBO_300789",,"PATRIC.1765.317.CDHH01000018.CDS.171266.172534.fwd","PATRIC","CDS",171266,172534,1269,"+","FIG01313060","PLF_1763_00002844","PGF_03145146",,422,,"Possible regulatory protein Trx",
"Mycobacterium bovis strain MB3","1765.317","CDHH01000018","fig|1765.317.peg.870","MBO_300790",,"PATRIC.1765.317.CDHH01000018.CDS.172774.174360.fwd","PATRIC","CDS",172774,174360,1587,"+","FIG01311212","PLF_1763_00002696","PGF_03114345",,528,,"PE family protein => PE16",
"Mycobacterium bovis strain MB3","1765.317","CDHH01000018","fig|1765.317.peg.871","MBO_300791",,"PATRIC.1765.317.CDHH01000018.CDS.174471.176240.fwd","PATRIC","CDS",174471,176240,1770,"+","FIG01121868","PLF_1763_00001688","PGF_04977504",,589,,"putative membrane protein",
"Mycobacterium bovis strain MB3","1765.317","CDHH01000018","fig|1765.317.peg.872","MBO_300792",,"PATRIC.1765.317.CDHH01000018.CDS.176237.177658.fwd","PATRIC","CDS",176237,177658,1422,"+","FIG00139162","PLF_1763_00336265","PGF_10387745",,473,,"Phytoene dehydrogenase and related proteins",
"Mycobacterium bovis strain MB3","1765.317","CDHH01000018","fig|1765.317.peg.735","MBO_300657",,"PATRIC.1765.317.CDHH01000018.CDS.17629.18543.fwd","PATRIC","CDS",17629,18543,915,"+","FIG00000875","PLF_1763_00129898","PGF_03863088",,304,,"FIG000875: Thioredoxin domain-containing protein EC-YbbN",
"Mycobacterium bovis strain MB3","1765.317","CDHH01000018","fig|1765.317.peg.873","MBO_300793",,"PATRIC.1765.317.CDHH01000018.CDS.177822.178637.fwd","PATRIC","CDS",177822,178637,816,"+","FIG00826588","PLF_1763_00003275","PGF_00930759",,271,,"L,D-transpeptidase",
"Mycobacterium bovis strain MB3","1765.317","CDHH01000018","fig|1765.317.peg.874","MBO_300794",,"PATRIC.1765.317.CDHH01000018.CDS.178730.179392.rev","PATRIC","CDS",178730,179392,663,"-","FIG01388371","PLF_1763_00158585","PGF_08225224",,220,,"hypothetical protein",
"Mycobacterium bovis strain MB3","1765.317","CDHH01000018","fig|1765.317.peg.875","MBO_300796",,"PATRIC.1765.317.CDHH01000018.CDS.179716.180735.fwd","PATRIC","CDS",179716,180735,1020,"+","FIG00132586","PLF_1763_00155112","PGF_00024478",,339,,"NAD-dependent glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.12)","GO:0004365|glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity"
"Mycobacterium bovis strain MB3","1765.317","CDHH01000018","fig|1765.317.peg.876","MBO_300797",,"PATRIC.1765.317.CDHH01000018.CDS.180738.181976.fwd","PATRIC","CDS",180738,181976,1239,"+","FIG00054459","PLF_1763_00000371","PGF_02277678",,412,,"Phosphoglycerate kinase (EC 2.7.2.3)","GO:0004618|phosphoglycerate kinase activity"
"Mycobacterium bovis strain MB3","1765.317","CDHH01000018","fig|1765.317.peg.877",,,"PATRIC.1765.317.CDHH01000018.CDS.181973.182758.fwd","PATRIC","CDS",181973,182758,786,"+","FIG00000076","PLF_1763_00000819","PGF_04574228",,261,,"Triosephosphate isomerase (EC 5.3.1.1)","GO:0004807|triose-phosphate isomerase activity"
"Mycobacterium bovis strain MB3","1765.317","CDHH01000018","fig|1765.317.peg.878",,,"PATRIC.1765.317.CDHH01000018.CDS.182774.183001.rev","PATRIC","CDS",182774,183001,228,"-","FIG00447785","PLF_1763_00004093","PGF_08225224",,75,,"hypothetical protein",
"Mycobacterium bovis strain MB3","1765.317","CDHH01000018","fig|1765.317.peg.879","MBO_300799",,"PATRIC.1765.317.CDHH01000018.CDS.183370.183795.rev","PATRIC","CDS",183370,183795,426,"-","FIG00822158","PLF_1763_00003501","PGF_00336803",,141,,"hypothetical protein",
"Mycobacterium bovis strain MB3","1765.317","CDHH01000018","fig|1765.317.peg.880",,,"PATRIC.1765.317.CDHH01000018.CDS.183974.184138.fwd","PATRIC","CDS",183974,184138,165,"+",,"PLF_1763_00106452","PGF_02389801",,54,,"hypothetical protein",
"Mycobacterium bovis strain MB3","1765.317","CDHH01000018","fig|1765.317.peg.881","MBO_300800",,"PATRIC.1765.317.CDHH01000018.CDS.184126.184479.fwd","PATRIC","CDS",184126,184479,354,"+","FIG00001563","PLF_1763_00001184","PGF_00934722",,117,,"Protein translocase membrane subunit SecG",
"Mycobacterium bovis strain MB3","1765.317","CDHH01000018","fig|1765.317.peg.882",,,"PATRIC.1765.317.CDHH01000018.CDS.184476.184643.rev","PATRIC","CDS",184476,184643,168,"-","FIG00826552","PLF_1763_00268400","PGF_08225224",,55,,"hypothetical protein",
"Mycobacterium bovis strain MB3","1765.317","CDHH01000018","fig|1765.317.peg.883","MBO_300801",,"PATRIC.1765.317.CDHH01000018.CDS.184618.186093.rev","PATRIC","CDS",184618,186093,1476,"-","FIG01274276","PLF_1763_00158134","PGF_03128844",,491,,"PE_PGRS family protein => PE_PGRS26",
"Mycobacterium bovis strain MB3","1765.317","CDHH01000018","fig|1765.317.peg.884","MBO_300802",,"PATRIC.1765.317.CDHH01000018.CDS.186200.188500.fwd","PATRIC","CDS",186200,188500,2301,"+","FIG00002403","PLF_1763_00148584","PGF_00404364",,766,,"Biotin sulfoxide reductase (EC 1.-.-.-) / Free methionine-(S)-sulfoxide reductase","GO:0008748|N-ethylmaleimide reductase activity;GO:0008748|reduced coenzyme F420 dehydrogenase activity;GO:0008748|sulfur oxygenase reductase activity;GO:0008748|malolactic enzyme activity;GO:0008748|NADPH:sulfur oxidoreductase activity;GO:0008748|epoxyqueuosine reductase activity"
"Mycobacterium bovis strain MB3","1765.317","CDHH01000018","fig|1765.317.peg.736",,,"PATRIC.1765.317.CDHH01000018.CDS.18622.19092.rev","PATRIC","CDS",18622,19092,471,"-","FIG01368142","PLF_1763_00155182","PGF_02873232",,156,,"PE_PGRS family protein => PE_PGRS24",
"Mycobacterium bovis strain MB3","1765.317","CDHH01000018","fig|1765.317.peg.885",,,"PATRIC.1765.317.CDHH01000018.CDS.188616.189101.rev","PATRIC","CDS",188616,189101,486,"-","FIG00824620","PLF_1763_00003644","PGF_08225224",,161,,"hypothetical protein",
"Mycobacterium bovis strain MB3","1765.317","CDHH01000018","fig|1765.317.peg.886",,,"PATRIC.1765.317.CDHH01000018.CDS.189177.189347.fwd","PATRIC","CDS",189177,189347,171,"+","FIG00820604","PLF_1763_00003617","PGF_02412589",,57,,"hypothetical protein",
"Mycobacterium bovis strain MB3","1765.317","CDHH01000018","fig|1765.317.peg.738","MBO_300660",,"PATRIC.1765.317.CDHH01000018.CDS.20728.22923.rev","PATRIC","CDS",20728,22923,2196,"-","FIG00024930","PLF_1763_00000201","PGF_09031534",,731,,"1,4-alpha-glucan (glycogen) branching enzyme, GH-13-type (EC 2.4.1.18)","GO:0003844|1,4-alpha-glucan branching enzyme activity"
"Mycobacterium bovis strain MB3","1765.317","CDHH01000018","fig|1765.317.peg.739","MBO_300661",,"PATRIC.1765.317.CDHH01000018.CDS.22931.25036.rev","PATRIC","CDS",22931,25036,2106,"-","FIG00143078","PLF_1763_00000341","PGF_09986522",,701,,"Putative glucanase glgE (EC 3.2.1.-)","GO:0008933|lytic transglycosylase activity;GO:0008933|mannosidase activity;GO:0008933|mannosyl-oligosaccharide mannosidase activity;GO:0008933|galactosidase activity;GO:0008933|glucosidase activity;GO:0008933|trehalase activity;GO:0008933|fucosidase activity;GO:0008933|hexosaminidase activity;GO:0008933|amylase activity;GO:0008933|dextrin alpha-glucosidase activity;GO:0008933|starch alpha-glucosidase activity;GO:0008933|beta-glucanase activity;GO:0008933|beta-6-sulfate-N-acetylglucosaminidase activity;GO:0008933|glucan endo-1,4-beta-glucosidase activity"
"Mycobacterium bovis strain MB3","1765.317","CDHH01000018","fig|1765.317.peg.740","MBO_300662",,"PATRIC.1765.317.CDHH01000018.CDS.25175.27766.fwd","PATRIC","CDS",25175,27766,2592,"+","FIG00000476","PLF_1763_00021674","PGF_00008872",,863,,"Glycogen phosphorylase (EC 2.4.1.1)","GO:0004645|phosphorylase activity"
"Mycobacterium bovis strain MB3","1765.317","CDHH01000018","fig|1765.317.peg.741","MBO_300663",,"PATRIC.1765.317.CDHH01000018.CDS.27806.29800.rev","PATRIC","CDS",27806,29800,1995,"-","FIG00000680","PLF_1763_00001303","PGF_00423472",,664,,"DinG family ATP-dependent helicase YoaA",
"Mycobacterium bovis strain MB3","1765.317","CDHH01000018","fig|1765.317.peg.742","MBO_300664",,"PATRIC.1765.317.CDHH01000018.CDS.29824.31170.rev","PATRIC","CDS",29824,31170,1347,"-","FIG00000387","PLF_1763_00207277","PGF_00025600",,448,,"Nicotinate phosphoribosyltransferase (EC 6.3.4.21)",
"Mycobacterium bovis strain MB3","1765.317","CDHH01000018","fig|1765.317.peg.743","MBO_300665",,"PATRIC.1765.317.CDHH01000018.CDS.31272.31577.fwd","PATRIC","CDS",31272,31577,306,"+","FIG00018741","PLF_1763_00000957","PGF_00960330",,101,,"ATP-dependent Clp protease adaptor protein ClpS",
"Mycobacterium bovis strain MB3","1765.317","CDHH01000018","fig|1765.317.peg.744","MBO_300666",,"PATRIC.1765.317.CDHH01000018.CDS.31537.32193.fwd","PATRIC","CDS",31537,32193,657,"+","FIG00447785","PLF_1763_00010298","PGF_00060135",,218,,"Transcriptional regulator",
"Mycobacterium bovis strain MB3","1765.317","CDHH01000018","fig|1765.317.peg.745","MBO_300667",,"PATRIC.1765.317.CDHH01000018.CDS.32210.33244.fwd","PATRIC","CDS",32210,33244,1035,"+","FIG01037871","PLF_1763_00006352","PGF_00035139",,344,,"Possible amide hydrolase Rv1333",
"Mycobacterium bovis strain MB3","1765.317","CDHH01000018","fig|1765.317.peg.746","MBO_300668",,"PATRIC.1765.317.CDHH01000018.CDS.33252.33692.fwd","PATRIC","CDS",33252,33692,441,"+","FIG00868377","PLF_1763_00002031","PGF_00420001",,146,,"CysO-cysteine peptidase",
"Mycobacterium bovis strain MB3","1765.317","CDHH01000018","fig|1765.317.peg.747","MBO_300669",,"PATRIC.1765.317.CDHH01000018.CDS.33714.33995.fwd","PATRIC","CDS",33714,33995,282,"+","FIG01310587","PLF_1763_00002162","PGF_00055165",,93,,"Sulfur/cysteine carrier protein CysO",
"Mycobacterium bovis strain MB3","1765.317","CDHH01000018","fig|1765.317.peg.748","MBO_300670",,"PATRIC.1765.317.CDHH01000018.CDS.34005.34976.fwd","PATRIC","CDS",34005,34976,972,"+","FIG00470735","PLF_1763_00001533","PGF_00420080",,323,,"Cysteine synthase, CysO-dependent",
"Mycobacterium bovis strain MB3","1765.317","CDHH01000018","fig|1765.317.peg.749","MBO_300671",,"PATRIC.1765.317.CDHH01000018.CDS.34967.35689.fwd","PATRIC","CDS",34967,35689,723,"+","FIG00824237","PLF_1763_00000751","PGF_10341262",,240,,"Rhomboid family protein",
"Mycobacterium bovis strain MB3","1765.317","CDHH01000018","fig|1765.317.peg.750","MBO_300672",,"PATRIC.1765.317.CDHH01000018.CDS.35686.36501.fwd","PATRIC","CDS",35686,36501,816,"+","FIG00000397","PLF_1763_00192266","PGF_00008106",,271,,"Glutamate racemase (EC 5.1.1.3)","GO:0008881|glutamate racemase activity"
"Mycobacterium bovis strain MB3","1765.317","CDHH01000018","fig|1765.317.peg.751","MBO_300673",,"PATRIC.1765.317.CDHH01000018.CDS.36528.37349.fwd","PATRIC","CDS",36528,37349,822,"+","FIG00113090","PLF_1763_00000842","PGF_06975895",,273,,"Metal-dependent hydrolases of the beta-lactamase superfamily III",
"Mycobacterium bovis strain MB3","1765.317","CDHH01000018","fig|1765.317.peg.752","MBO_300674",,"PATRIC.1765.317.CDHH01000018.CDS.37366.38145.fwd","PATRIC","CDS",37366,38145,780,"+","FIG00135600","PLF_1763_00000709","PGF_00048586",,259,,"Ribonuclease PH (EC 2.7.7.56)","GO:0009022|tRNA nucleotidyltransferase activity"
"Mycobacterium bovis strain MB3","1765.317","CDHH01000018","fig|1765.317.peg.753","MBO_300675",,"PATRIC.1765.317.CDHH01000018.CDS.38184.38798.fwd","PATRIC","CDS",38184,38798,615,"+","FIG00000584","PLF_1763_00001297","PGF_00026362",,204,,"Nucleoside 5-triphosphatase RdgB (dHAPTP, dITP, XTP-specific) (EC 3.6.1.66)",
"Mycobacterium bovis strain MB3","1765.317","CDHH01000018","fig|1765.317.peg.754",,,"PATRIC.1765.317.CDHH01000018.CDS.38795.39157.rev","PATRIC","CDS",38795,39157,363,"-","FIG00818075","PLF_1763_00307786","PGF_02383980",,120,,"Membrane protein Rv1342c",
"Mycobacterium bovis strain MB3","1765.317","CDHH01000018","fig|1765.317.peg.725",,,"PATRIC.1765.317.CDHH01000018.CDS.3906.4055.fwd","PATRIC","CDS",3906,4055,150,"+","FIG00820805","PLF_1763_00003686","PGF_02412636",,49,,"hypothetical protein",
"Mycobacterium bovis strain MB3","1765.317","CDHH01000018","fig|1765.317.peg.755","MBO_300676",,"PATRIC.1765.317.CDHH01000018.CDS.39154.39534.rev","PATRIC","CDS",39154,39534,381,"-","FIG00861686","PLF_1763_00001998","PGF_01803206",,126,,"Lipoprotein LprD",
"Mycobacterium bovis strain MB3","1765.317","CDHH01000018","fig|1765.317.peg.756","MBO_300677",,"PATRIC.1765.317.CDHH01000018.CDS.39579.39899.fwd","PATRIC","CDS",39579,39899,321,"+","FIG01346106","PLF_1763_00002071","PGF_02407029",,106,,"Acyl carrier protein",
"Mycobacterium bovis strain MB3","1765.317","CDHH01000018","fig|1765.317.peg.757","MBO_300678",,"PATRIC.1765.317.CDHH01000018.CDS.39892.41457.fwd","PATRIC","CDS",39892,41457,1566,"+","FIG01458653","PLF_1763_00009062","PGF_00017542",,521,,"Long-chain fatty-acid-AMP ligase, Mycobacterial subgroup FadD33",
"Mycobacterium bovis strain MB3","1765.317","CDHH01000018","fig|1765.317.peg.758","MBO_300679",,"PATRIC.1765.317.CDHH01000018.CDS.41457.42617.fwd","PATRIC","CDS",41457,42617,1161,"+","FIG00138712","PLF_1763_00001974","PGF_00882960",,386,,"Acyl-CoA dehydrogenase (EC 1.3.8.1), Mycobacterial subgroup FadE14","GO:0004085|butyryl-CoA dehydrogenase activity"
"Mycobacterium bovis strain MB3","1765.317","CDHH01000018","fig|1765.317.peg.759","MBO_300680",,"PATRIC.1765.317.CDHH01000018.CDS.42584.43216.rev","PATRIC","CDS",42584,43216,633,"-","FIG01315986","PLF_1763_00001226","PGF_00017947",,210,,"Lysine N-acyltransferase MbtK (EC 2.3.1.-) @ Siderophore synthetase small component, acetyltransferase","GO:0004147|dihydrolipoamide branched chain acyltransferase activity;GO:0004147|sterol O-acyltransferase activity;GO:0004147|N-acetyltransferase activity;GO:0004147|O-acyltransferase activity;GO:0004147|palmitoleoyl [acyl-carrier-protein]-dependent acyltransferase activity;GO:0004147|carnitine O-acyltransferase activity;GO:0004147|acetyltransferase activity;GO:0004147|C-acyltransferase activity;GO:0004147|palmitoyltransferase activity;GO:0004147|N-acyltransferase activity;GO:0004147|acylglycerol O-acyltransferase activity;GO:0004147|serine O-acyltransferase activity;GO:0004147|O-acetyltransferase activity;GO:0004147|O-octanoyltransferase activity;GO:0004147|octanoyltransferase activity;GO:0004147|O-palmitoyltransferase activity;GO:0004147|S-acyltransferase activity;GO:0004147|S-acetyltransferase activity;GO:0004147|S-malonyltransferase activity;GO:0004147|malonyltransferase activity;GO:0004147|C-palmitoyltransferase activity;GO:0004147|succinyltransferase activity;GO:0004147|N-succinyltransferase activity;GO:0004147|O-succinyltransferase activity;GO:0004147|S-succinyltransferase activity;GO:0004147|sinapoyltransferase activity;GO:0004147|O-sinapoyltransferase activity;GO:0004147|peptidyl-lysine N6-myristoyltransferase activity;GO:0004147|peptidyl-lysine N6-palmitoyltransferase activity;GO:0004147|benzoyl acetate-CoA thiolase activity;GO:0004147|3-hydroxybutyryl-CoA thiolase activity;GO:0004147|3-ketopimelyl-CoA thiolase activity;GO:0004147|N-palmitoyltransferase activity;GO:0004147|myristoyltransferase activity;GO:0004147|acyl-CoA N-acyltransferase activity;GO:0004147|protein-cysteine S-myristoyltransferase activity;GO:0004147|protein-cysteine S-acyltransferase activity;GO:0004147|dihydrolipoamide S-acyltransferase activity;GO:0004147|glucosaminyl-phosphotidylinositol O-acyltransferase activity;GO:0004147|ergosterol O-acyltransferase activity;GO:0004147|lanosterol O-acyltransferase activity;GO:0004147|naphthyl-2-oxomethyl-succinyl-CoA succinyl transferase activity;GO:0004147|2,4,4-trimethyl-3-oxopentanoyl-CoA 2-C-propanoyl transferase activity;GO:0004147|2-methylhexanoyl-CoA C-acetyltransferase activity;GO:0004147|butyryl-CoA 2-C-propionyltransferase activity;GO:0004147|2,6-dimethyl-5-methylene-3-oxo-heptanoyl-CoA C-acetyltransferase activity;GO:0004147|L-2-aminoadipate N-acetyltransferase activity;GO:0004147|UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase activity;GO:0004147|keto acid formate lyase activity;GO:0004147|Ras palmitoyltransferase activity;GO:0004147|azetidine-2-carboxylic acid acetyltransferase activity;GO:0004147|peptidyl-lysine N-acetyltransferase activity, acting on acetyl phosphate as donor;GO:0004147|acetyl-CoA:L-lysine N6-acetyltransferase"
"Mycobacterium bovis strain MB3","1765.317","CDHH01000018","fig|1765.317.peg.760","MBO_300681",,"PATRIC.1765.317.CDHH01000018.CDS.43658.46237.fwd","PATRIC","CDS",43658,46237,2580,"+","FIG01956052","PLF_1763_00268115","PGF_02445456",,859,,"Iron siderophore ABC transporter, permease/ATP-binding protein IrtA",
"Mycobacterium bovis strain MB3","1765.317","CDHH01000018","fig|1765.317.peg.761","MBO_300682",,"PATRIC.1765.317.CDHH01000018.CDS.46234.47973.fwd","PATRIC","CDS",46234,47973,1740,"+","FIG01956052","PLF_1763_00046556","PGF_00039067",,579,,"Iron siderophore ABC transporter, permease/ATP-binding protein IrtB",
"Mycobacterium bovis strain MB3","1765.317","CDHH01000018","fig|1765.317.peg.762","MBO_300683",,"PATRIC.1765.317.CDHH01000018.CDS.48102.48845.fwd","PATRIC","CDS",48102,48845,744,"+","FIG00621114","PLF_1763_00263154","PGF_10532194",,247,,"Oxidoreductase, short-chain dehydrogenase/reductase family",
"Mycobacterium bovis strain MB3","1765.317","CDHH01000018","fig|1765.317.peg.763","MBO_300684",,"PATRIC.1765.317.CDHH01000018.CDS.48842.49171.fwd","PATRIC","CDS",48842,49171,330,"+","FIG00821859","PLF_1763_00003384","PGF_03476212",,109,,"hypothetical protein",
"Mycobacterium bovis strain MB3","1765.317","CDHH01000018","fig|1765.317.peg.764","MBO_300686",,"PATRIC.1765.317.CDHH01000018.CDS.49374.49745.fwd","PATRIC","CDS",49374,49745,372,"+","FIG01325612","PLF_1763_00003737","PGF_12936607",,123,,"hypothetical protein",
"Mycobacterium bovis strain MB3","1765.317","CDHH01000018","fig|1765.317.peg.765","MBO_300687",,"PATRIC.1765.317.CDHH01000018.CDS.49811.50596.rev","PATRIC","CDS",49811,50596,786,"-","FIG00554417","PLF_1763_00000564","PGF_07182652",,261,,"Transcriptional regulator, AcrR family",
