Genome,Genome ID,Accession,BRC ID,RefSeq Locus Tag,Alt Locus Tag,Feature ID,Annotation,Feature Type,Start,End,Length,Strand,FIGfam ID,PATRIC genus-specific families (PLfams),PATRIC cross-genus families (PGfams),Protein ID,AA Length,Gene Symbol,Product,GO
"Mycobacterium tuberculosis H37Rv","83332.12","NC_000962","fig|83332.12.peg.1707","Rv1528c","VBIMycTub87468_1707","PATRIC.83332.12.NC_000962.CDS.1728953.1729132.rev","PATRIC","CDS",1728953,1729132,180,"-","FIG01333432","PLF_1763_00003211","PGF_02411424","NP_216044.1",59,"papA4","hypothetical protein",
"Mycobacterium tuberculosis H37Rv","83332.12","NC_000962","fig|83332.12.peg.1708",,"VBIMycTub87468_1708","PATRIC.83332.12.NC_000962.CDS.1729139.1729267.fwd","PATRIC","CDS",1729139,1729267,129,"+","FIG00638284","PLF_1763_00024530","PGF_02408929",,42,,"hypothetical protein",
"Mycobacterium tuberculosis H37Rv","83332.12","NC_000962","fig|83332.12.peg.1709","Rv1529","VBIMycTub87468_1709","PATRIC.83332.12.NC_000962.CDS.1729502.1731256.fwd","PATRIC","CDS",1729502,1731256,1755,"+","FIG00018699","PLF_1763_00003074","PGF_03139219","NP_216045.1",584,"fadD24","Polyketide synthase modules and related proteins @ Long-chain fatty-acid-AMP ligase, Mycobacterial subgroup FadD24",
"Mycobacterium tuberculosis H37Rv","83332.12","NC_000962","fig|83332.12.peg.1710","Rv1530","VBIMycTub87468_1710","PATRIC.83332.12.NC_000962.CDS.1731388.1732476.fwd","PATRIC","CDS",1731388,1732476,1089,"+","FIG01007502","PLF_1763_00002677","PGF_03572345","NP_216046.1",362,"adh","Alcohol dehydrogenase (EC 1.1.1.1)","GO:0004022|alcohol dehydrogenase activity"
"Mycobacterium tuberculosis H37Rv","83332.12","NC_000962","fig|83332.12.peg.167","Rv0147","VBIMycTub87468_0167","PATRIC.83332.12.NC_000962.CDS.173238.174758.fwd","PATRIC","CDS",173238,174758,1521,"+","FIG01292786","PLF_1763_00035771","PGF_07597988","NP_214661.1",506,,"Aldehyde dehydrogenase (EC 1.2.1.3)","GO:0004029|aldehyde dehydrogenase (NAD) activity"
"Mycobacterium tuberculosis H37Rv","83332.12","NC_000962","fig|83332.12.peg.1711","Rv1531","VBIMycTub87468_1711","PATRIC.83332.12.NC_000962.CDS.1732488.1733039.fwd","PATRIC","CDS",1732488,1733039,552,"+","FIG00825342","PLF_1763_00154604","PGF_02386207","NP_216047.1",183,,"hypothetical protein",
"Mycobacterium tuberculosis H37Rv","83332.12","NC_000962","fig|83332.12.peg.1712","Rv1532c","VBIMycTub87468_1712","PATRIC.83332.12.NC_000962.CDS.1733116.1733550.rev","PATRIC","CDS",1733116,1733550,435,"-","FIG01382284","PLF_1763_00003539","PGF_08225224","NP_216048.1",144,,"hypothetical protein",
"Mycobacterium tuberculosis H37Rv","83332.12","NC_000962","fig|83332.12.peg.1713","Rv1533","VBIMycTub87468_1713","PATRIC.83332.12.NC_000962.CDS.1733610.1734737.fwd","PATRIC","CDS",1733610,1734737,1128,"+","FIG00007641","PLF_1763_00352002","PGF_05326245","NP_216049.1",375,,"putative oxidoreductase, nitronate monooxygenase family",
"Mycobacterium tuberculosis H37Rv","83332.12","NC_000962","fig|83332.12.peg.1714","Rv1534","VBIMycTub87468_1714","PATRIC.83332.12.NC_000962.CDS.1734734.1735411.fwd","PATRIC","CDS",1734734,1735411,678,"+","FIG00554417","PLF_1763_00002793","PGF_07182652","NP_216050.1",225,,"Transcriptional regulator, AcrR family",
"Mycobacterium tuberculosis H37Rv","83332.12","NC_000962","fig|83332.12.peg.1715","Rv1535","VBIMycTub87468_1715","PATRIC.83332.12.NC_000962.CDS.1736045.1736212.fwd","PATRIC","CDS",1736045,1736212,168,"+","FIG01349460","PLF_1763_00003311","PGF_08225224","NP_216051.1",55,,"hypothetical protein",
"Mycobacterium tuberculosis H37Rv","83332.12","NC_000962","fig|83332.12.peg.1716","Rv1536","VBIMycTub87468_1716","PATRIC.83332.12.NC_000962.CDS.1736519.1739644.fwd","PATRIC","CDS",1736519,1739644,3126,"+","FIG00000085","PLF_1763_00000409","PGF_05171623","NP_216052.1",1041,"ileS","Isoleucyl-tRNA synthetase (EC 6.1.1.5)","GO:0004822|isoleucine-tRNA ligase activity"
"Mycobacterium tuberculosis H37Rv","83332.12","NC_000962","fig|83332.12.peg.1717","Rv1537","VBIMycTub87468_1717","PATRIC.83332.12.NC_000962.CDS.1739856.1741247.fwd","PATRIC","CDS",1739856,1741247,1392,"+","FIG00023943","PLF_1763_00000834","PGF_03787622","NP_216053.2",463,"dinX","DNA polymerase IV (EC 2.7.7.7)","GO:0003887|DNA-directed DNA polymerase activity"
"Mycobacterium tuberculosis H37Rv","83332.12","NC_000962","fig|83332.12.peg.1718","Rv1538c","VBIMycTub87468_1718","PATRIC.83332.12.NC_000962.CDS.1741212.1742159.rev","PATRIC","CDS",1741212,1742159,948,"-","FIG00000376","PLF_1763_00006740","PGF_00016046","NP_216054.1",315,"ansA","L-asparaginase (EC 3.5.1.1)","GO:0004067|asparaginase activity"
"Mycobacterium tuberculosis H37Rv","83332.12","NC_000962","fig|83332.12.peg.1719","Rv1539","VBIMycTub87468_1719","PATRIC.83332.12.NC_000962.CDS.1742346.1742852.fwd","PATRIC","CDS",1742346,1742852,507,"+","FIG00000081","PLF_1763_00001033","PGF_10049472","NP_216055.1",168,"lspA","Lipoprotein signal peptidase (EC 3.4.23.36)",
"Mycobacterium tuberculosis H37Rv","83332.12","NC_000962","fig|83332.12.peg.1720","Rv1540","VBIMycTub87468_1720","PATRIC.83332.12.NC_000962.CDS.1742887.1743771.fwd","PATRIC","CDS",1742887,1743771,885,"+","FIG00000124","PLF_1763_00000815","PGF_10569727","NP_216056.1",294,,"LSU rRNA pseudouridine(1911/1915/1917) synthase (EC 5.4.99.23)",
"Mycobacterium tuberculosis H37Rv","83332.12","NC_000962","fig|83332.12.peg.1721","Rv1541c","VBIMycTub87468_1721","PATRIC.83332.12.NC_000962.CDS.1743778.1744248.rev","PATRIC","CDS",1743778,1744248,471,"-","FIG01470432","PLF_1763_00003273","PGF_00400658","NP_216057.1",156,"lprI","Glycolipoprotein LprI, lysozyme inhibitor",
"Mycobacterium tuberculosis H37Rv","83332.12","NC_000962","fig|83332.12.peg.1722","Rv1542c","VBIMycTub87468_1722","PATRIC.83332.12.NC_000962.CDS.1744426.1744836.rev","PATRIC","CDS",1744426,1744836,411,"-","FIG00002685","PLF_1763_00002005","PGF_00419864","NP_216058.1",136,"glbN","Cyanoglobin; Hemoglobin-like protein HbN",
"Mycobacterium tuberculosis H37Rv","83332.12","NC_000962","fig|83332.12.peg.1723","Rv1543","VBIMycTub87468_1723","PATRIC.83332.12.NC_000962.CDS.1745064.1746089.fwd","PATRIC","CDS",1745064,1746089,1026,"+","FIG01320732","PLF_1763_00366455","PGF_10532194","NP_216059.1",341,,"Oxidoreductase, short-chain dehydrogenase/reductase family",
"Mycobacterium tuberculosis H37Rv","83332.12","NC_000962","fig|83332.12.peg.1724","Rv1544","VBIMycTub87468_1724","PATRIC.83332.12.NC_000962.CDS.1746058.1746897.fwd","PATRIC","CDS",1746058,1746897,840,"+","FIG01339396","PLF_1763_00003477","PGF_08225224","NP_216060.1",279,,"hypothetical protein",
"Mycobacterium tuberculosis H37Rv","83332.12","NC_000962","fig|83332.12.peg.19","Rv0015c","VBIMycTub87468_0019","PATRIC.83332.12.NC_000962.CDS.17467.18762.rev","PATRIC","CDS",17467,18762,1296,"-","FIG00662117","PLF_1763_00010796","PGF_03099722","NP_214529.1",431,"pknA","Serine/threonine-protein kinase PknA (EC 2.7.11.1)",
"Mycobacterium tuberculosis H37Rv","83332.12","NC_000962","fig|83332.12.peg.1725","Rv1545","VBIMycTub87468_1725","PATRIC.83332.12.NC_000962.CDS.1746919.1747146.fwd","PATRIC","CDS",1746919,1747146,228,"+","FIG00823138","PLF_1763_00004469","PGF_02415672","NP_216061.1",75,,"hypothetical protein",
"Mycobacterium tuberculosis H37Rv","83332.12","NC_000962","fig|83332.12.peg.1726","Rv1546","VBIMycTub87468_1726","PATRIC.83332.12.NC_000962.CDS.1747195.1747626.fwd","PATRIC","CDS",1747195,1747626,432,"+","FIG00820143","PLF_1763_00155782","PGF_08225224","NP_216062.1",143,,"hypothetical protein",
"Mycobacterium tuberculosis H37Rv","83332.12","NC_000962","fig|83332.12.peg.1727","Rv1547","VBIMycTub87468_1727","PATRIC.83332.12.NC_000962.CDS.1747724.1751248.fwd","PATRIC","CDS",1747724,1751248,3525,"+","FIG00041038","PLF_1763_00000272","PGF_10406880","NP_216063.1",1174,"dnaE","DNA polymerase III alpha subunit (EC 2.7.7.7)","GO:0003887|DNA-directed DNA polymerase activity"
"Mycobacterium tuberculosis H37Rv","83332.12","NC_000962","fig|83332.12.peg.168","Rv0148","VBIMycTub87468_0168","PATRIC.83332.12.NC_000962.CDS.174833.175693.fwd","PATRIC","CDS",174833,175693,861,"+","FIG00546160","PLF_1763_00000260","PGF_09682510","NP_214662.1",286,,"Short-chain dehydrogenase/reductase SDR",
"Mycobacterium tuberculosis H37Rv","83332.12","NC_000962","fig|83332.12.peg.1728","Rv1548c","VBIMycTub87468_1728","PATRIC.83332.12.NC_000962.CDS.1751297.1753360.rev","PATRIC","CDS",1751297,1753360,2064,"-","FIG00013075","PLF_1763_00002959","PGF_03042093","YP_177817.1",687,"PPE21","PPE family protein, MPTR subgroup => PPE21",
"Mycobacterium tuberculosis H37Rv","83332.12","NC_000962","fig|83332.12.peg.1729","Rv1549","VBIMycTub87468_1729","PATRIC.83332.12.NC_000962.CDS.1753606.1754037.fwd","PATRIC","CDS",1753606,1754037,432,"+","FIG00018699","PLF_1763_00150323","PGF_03048236","YP_177818.1",143,"fadD11.1","Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3) @ Long-chain fatty-acid-CoA ligase (EC 6.2.1.3), Mycobacterial subgroup FadD11","GO:0004467|long-chain fatty acid-CoA ligase activity"
"Mycobacterium tuberculosis H37Rv","83332.12","NC_000962","fig|83332.12.peg.1730","Rv1550","VBIMycTub87468_1730","PATRIC.83332.12.NC_000962.CDS.1754043.1755431.fwd","PATRIC","CDS",1754043,1755431,1389,"+","FIG00018699","PLF_1763_00000043","PGF_03048236","NP_216066.1",462,"fadD11","Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3) @ Long-chain fatty-acid-CoA ligase (EC 6.2.1.3), Mycobacterial subgroup FadD11","GO:0004467|long-chain fatty acid-CoA ligase activity"
"Mycobacterium tuberculosis H37Rv","83332.12","NC_000962","fig|83332.12.peg.1731","Rv1551","VBIMycTub87468_1731","PATRIC.83332.12.NC_000962.CDS.1755460.1757310.fwd","PATRIC","CDS",1755460,1757310,1851,"+","FIG00001327","PLF_1763_00249195","PGF_00008595","NP_216067.1",616,"plsB1","Glycerol-3-phosphate acyltransferase (EC 2.3.1.15)","GO:0004366|glycerol-3-phosphate O-acyltransferase activity"
"Mycobacterium tuberculosis H37Rv","83332.12","NC_000962","fig|83332.12.peg.169","Rv0149","VBIMycTub87468_0169","PATRIC.83332.12.NC_000962.CDS.175700.176668.fwd","PATRIC","CDS",175700,176668,969,"+","FIG00002982","PLF_1763_00002471","PGF_04596496","NP_214663.1",322,,"Quinone oxidoreductase (EC 1.6.5.5)",
"Mycobacterium tuberculosis H37Rv","83332.12","NC_000962","fig|83332.12.peg.1732",,"VBIMycTub87468_1732","PATRIC.83332.12.NC_000962.CDS.1757438.1757671.fwd","PATRIC","CDS",1757438,1757671,234,"+","FIG00821242","PLF_1763_00003642","PGF_07660389",,77,,"hypothetical protein",
"Mycobacterium tuberculosis H37Rv","83332.12","NC_000962","fig|83332.12.peg.1733","Rv1552","VBIMycTub87468_1733","PATRIC.83332.12.NC_000962.CDS.1757936.1759432.fwd","PATRIC","CDS",1757936,1759432,1497,"+","FIG00136922","PLF_1763_00002912","PGF_03803868","NP_216068.1",498,"frdA","Fumarate reductase flavoprotein subunit (EC 1.3.5.4)",
"Mycobacterium tuberculosis H37Rv","83332.12","NC_000962","fig|83332.12.peg.1734","Rv1553","VBIMycTub87468_1734","PATRIC.83332.12.NC_000962.CDS.1759435.1760178.fwd","PATRIC","CDS",1759435,1760178,744,"+","FIG00026006","PLF_1763_00003601","PGF_03034557","NP_216069.1",247,"frdB","Fumarate reductase iron-sulfur protein (EC 1.3.5.4)",
"Mycobacterium tuberculosis H37Rv","83332.12","NC_000962","fig|83332.12.peg.1735","Rv1554","VBIMycTub87468_1735","PATRIC.83332.12.NC_000962.CDS.1760241.1760555.fwd","PATRIC","CDS",1760241,1760555,315,"+","FIG00002653","PLF_1763_00003941","PGF_08220860","NP_216070.1",104,"frdC","Fumarate reductase subunit C","GO:0006118|electron transport;GO:0016020|membrane"
"Mycobacterium tuberculosis H37Rv","83332.12","NC_000962","fig|83332.12.peg.1736","Rv1555","VBIMycTub87468_1736","PATRIC.83332.12.NC_000962.CDS.1760552.1760929.fwd","PATRIC","CDS",1760552,1760929,378,"+","FIG00002739","PLF_1763_00003780","PGF_00006501","NP_216071.1",125,"frdD","Fumarate reductase subunit D","GO:0006106|fumarate metabolic process;GO:0016020|membrane"
"Mycobacterium tuberculosis H37Rv","83332.12","NC_000962","fig|83332.12.peg.1737","Rv1556","VBIMycTub87468_1737","PATRIC.83332.12.NC_000962.CDS.1761078.1761605.fwd","PATRIC","CDS",1761078,1761605,528,"+","FIG00554417","PLF_1763_00250520","PGF_07182652","NP_216072.1",175,,"Transcriptional regulator, AcrR family",
"Mycobacterium tuberculosis H37Rv","83332.12","NC_000962","fig|83332.12.peg.1738","Rv1557","VBIMycTub87468_1738","PATRIC.83332.12.NC_000962.CDS.1761759.1762937.fwd","PATRIC","CDS",1761759,1762937,1179,"+","FIG01441570","PLF_1763_00052576","PGF_03073455","NP_216073.1",392,"mmpL6","Transmembrane transport protein MmpL6",
"Mycobacterium tuberculosis H37Rv","83332.12","NC_000962","fig|83332.12.peg.1739","Rv1558","VBIMycTub87468_1739","PATRIC.83332.12.NC_000962.CDS.1762947.1763393.fwd","PATRIC","CDS",1762947,1763393,447,"+","FIG00862767","PLF_1763_00002154","PGF_10223249","NP_216074.1",148,,"Uncharacterized flavin-binding protein SCO0775",
"Mycobacterium tuberculosis H37Rv","83332.12","NC_000962","fig|83332.12.peg.1740","Rv1559","VBIMycTub87468_1740","PATRIC.83332.12.NC_000962.CDS.1763428.1764717.fwd","PATRIC","CDS",1763428,1764717,1290,"+","FIG00022899","PLF_1763_00061794","PGF_06757295","NP_216075.1",429,"ilvA","Threonine dehydratase biosynthetic (EC 4.3.1.19)","GO:0004794|L-threonine ammonia-lyase activity"
"Mycobacterium tuberculosis H37Rv","83332.12","NC_000962","fig|83332.12.peg.1741","Rv1560","VBIMycTub87468_1741","PATRIC.83332.12.NC_000962.CDS.1764770.1764973.fwd","PATRIC","CDS",1764770,1764973,204,"+","FIG00821923","PLF_1763_00003063","PGF_02411000","NP_216076.1",67,,"antotoxin VapB11 @ Antitoxin to Toxin 1, PIN domain",
"Mycobacterium tuberculosis H37Rv","83332.12","NC_000962","fig|83332.12.peg.1742","Rv1561","VBIMycTub87468_1742","PATRIC.83332.12.NC_000962.CDS.1764979.1765383.fwd","PATRIC","CDS",1764979,1765383,405,"+","FIG00820946","PLF_1763_00003019","PGF_00100179","NP_216077.1",134,,"toxin VapC11 @ Toxin 1, PIN domain",
"Mycobacterium tuberculosis H37Rv","83332.12","NC_000962","fig|83332.12.peg.1743","Rv1562c","VBIMycTub87468_1743","PATRIC.83332.12.NC_000962.CDS.1765400.1767142.rev","PATRIC","CDS",1765400,1767142,1743,"-","FIG00001338","PLF_1763_00001406","PGF_00019051","YP_177819.1",580,"treZ","Malto-oligosyltrehalose trehalohydrolase (EC 3.2.1.141)",
"Mycobacterium tuberculosis H37Rv","83332.12","NC_000962","fig|83332.12.peg.170","Rv0150c","VBIMycTub87468_0170","PATRIC.83332.12.NC_000962.CDS.176665.176988.rev","PATRIC","CDS",176665,176988,324,"-","FIG00820778","PLF_1763_00003047","PGF_08153961","NP_214664.1",107,,"hypothetical protein",
"Mycobacterium tuberculosis H37Rv","83332.12","NC_000962","fig|83332.12.peg.1744","Rv1563c","VBIMycTub87468_1744","PATRIC.83332.12.NC_000962.CDS.1767135.1769432.rev","PATRIC","CDS",1767135,1769432,2298,"-","FIG00001606","PLF_1763_00000132","PGF_06757690","YP_177820.1",765,"treY","Malto-oligosyltrehalose synthase (EC 5.4.99.15)","GO:0047470|(1,4)-alpha-D-glucan 1-alpha-D-glucosylmutase activity"
"Mycobacterium tuberculosis H37Rv","83332.12","NC_000962","fig|83332.12.peg.1745","Rv1564c","VBIMycTub87468_1745","PATRIC.83332.12.NC_000962.CDS.1769436.1771601.rev","PATRIC","CDS",1769436,1771601,2166,"-","FIG00109688","PLF_1763_00035246","PGF_05732875","YP_177821.1",721,"treX","Limit dextrin alpha-1,6-maltotetraose-hydrolase (EC 3.2.1.196)",
"Mycobacterium tuberculosis H37Rv","83332.12","NC_000962","fig|83332.12.peg.1746","Rv1565c","VBIMycTub87468_1746","PATRIC.83332.12.NC_000962.CDS.1771640.1773763.rev","PATRIC","CDS",1771640,1773763,2124,"-","FIG01370327","PLF_1763_00344245","PGF_00026650","NP_216081.1",707,,"O-antigen acetylase",
"Mycobacterium tuberculosis H37Rv","83332.12","NC_000962","fig|83332.12.peg.171",,"VBIMycTub87468_0171","PATRIC.83332.12.NC_000962.CDS.177388.177513.fwd","PATRIC","CDS",177388,177513,126,"+","FIG00819974","PLF_1763_00003507","PGF_02412532",,41,,"hypothetical protein",
"Mycobacterium tuberculosis H37Rv","83332.12","NC_000962","fig|83332.12.peg.1747","Rv1566c","VBIMycTub87468_1747","PATRIC.83332.12.NC_000962.CDS.1773928.1774620.rev","PATRIC","CDS",1773928,1774620,693,"-","FIG01316782","PLF_1763_00013462","PGF_05037189","NP_216082.1",230,,"NLP/P60 family protein",
"Mycobacterium tuberculosis H37Rv","83332.12","NC_000962","fig|83332.12.peg.1748","Rv1567c","VBIMycTub87468_1748","PATRIC.83332.12.NC_000962.CDS.1774860.1775144.rev","PATRIC","CDS",1774860,1775144,285,"-","FIG00821754","PLF_1763_00411781","PGF_12786100","NP_216083.1",94,,"Uncharacterized protein Rv1567c",
"Mycobacterium tuberculosis H37Rv","83332.12","NC_000962","fig|83332.12.peg.1749","Rv1568","VBIMycTub87468_1749","PATRIC.83332.12.NC_000962.CDS.1775392.1776705.fwd","PATRIC","CDS",1775392,1776705,1314,"+","FIG00012547","PLF_1763_00000795","PGF_05255412","NP_216084.1",437,"bioA","Adenosylmethionine-8-amino-7-oxononanoate aminotransferase (EC 2.6.1.62)","GO:0004015|adenosylmethionine-8-amino-7-oxononanoate transaminase activity"
"Mycobacterium tuberculosis H37Rv","83332.12","NC_000962","fig|83332.12.peg.172","Rv0151c","VBIMycTub87468_0172","PATRIC.83332.12.NC_000962.CDS.177543.179225.rev","PATRIC","CDS",177543,179225,1683,"-","FIG01311212","PLF_1763_00002624","PGF_02893628","YP_177695.1",560,"PE1","PE family protein => PE1",
"Mycobacterium tuberculosis H37Rv","83332.12","NC_000962","fig|83332.12.peg.1750","Rv1569","VBIMycTub87468_1750","PATRIC.83332.12.NC_000962.CDS.1776702.1777862.fwd","PATRIC","CDS",1776702,1777862,1161,"+","FIG00051001","PLF_1763_00001383","PGF_07541421","YP_177822.1",386,"bioF1","8-amino-7-oxononanoate synthase (EC 2.3.1.47)","GO:0008710|8-amino-7-oxononanoate synthase activity"
"Mycobacterium tuberculosis H37Rv","83332.12","NC_000962","fig|83332.12.peg.1751","Rv1570","VBIMycTub87468_1751","PATRIC.83332.12.NC_000962.CDS.1777859.1778539.fwd","PATRIC","CDS",1777859,1778539,681,"+","FIG00000423","PLF_1763_00001357","PGF_03760224","NP_216086.1",226,"bioD","Dethiobiotin synthase BioD (EC 6.3.3.3)","GO:0004141|dethiobiotin synthase activity"
"Mycobacterium tuberculosis H37Rv","83332.12","NC_000962","fig|83332.12.peg.1752","Rv1571","VBIMycTub87468_1752","PATRIC.83332.12.NC_000962.CDS.1778539.1779048.fwd","PATRIC","CDS",1778539,1779048,510,"+","FIG00820025","PLF_1763_00377494","PGF_08225224","NP_216087.1",169,,"hypothetical protein",
"Mycobacterium tuberculosis H37Rv","83332.12","NC_000962","fig|83332.12.peg.1753",,"VBIMycTub87468_1753","PATRIC.83332.12.NC_000962.CDS.1779101.1779232.fwd","PATRIC","CDS",1779101,1779232,132,"+",,"PLF_1763_00004261","PGF_02414682",,43,,"hypothetical protein",
"Mycobacterium tuberculosis H37Rv","83332.12","NC_000962","fig|83332.12.peg.1754","Rv1573","VBIMycTub87468_1754","PATRIC.83332.12.NC_000962.CDS.1779314.1779724.fwd","PATRIC","CDS",1779314,1779724,411,"+","FIG01317493","PLF_1763_00004275","PGF_02414690","NP_216089.1",136,,"hypothetical protein",
"Mycobacterium tuberculosis H37Rv","83332.12","NC_000962","fig|83332.12.peg.1755",,"VBIMycTub87468_1755","PATRIC.83332.12.NC_000962.CDS.1780013.1780225.rev","PATRIC","CDS",1780013,1780225,213,"-","FIG00638284","PLF_1763_00004311","PGF_12808190",,70,,"hypothetical protein",
"Mycobacterium tuberculosis H37Rv","83332.12","NC_000962","fig|83332.12.peg.1756",,"VBIMycTub87468_1756","PATRIC.83332.12.NC_000962.CDS.1780270.1780422.rev","PATRIC","CDS",1780270,1780422,153,"-","FIG00638284","PLF_1763_00004313","PGF_02414736",,50,,"hypothetical protein",
"Mycobacterium tuberculosis H37Rv","83332.12","NC_000962","fig|83332.12.peg.1757","Rv1576c","VBIMycTub87468_1757","PATRIC.83332.12.NC_000962.CDS.1780643.1782064.rev","PATRIC","CDS",1780643,1782064,1422,"-","FIG00016372","PLF_1763_00004040","PGF_00032031","NP_216092.1",473,,"Phage major capsid protein",
"Mycobacterium tuberculosis H37Rv","83332.12","NC_000962","fig|83332.12.peg.1758","Rv1577c","VBIMycTub87468_1758","PATRIC.83332.12.NC_000962.CDS.1782072.1782551.rev","PATRIC","CDS",1782072,1782551,480,"-","FIG01365909","PLF_1763_00000179","PGF_06734640","NP_216093.1",159,,"PhiRv1 phage, prohead protease, HK97 family",
"Mycobacterium tuberculosis H37Rv","83332.12","NC_000962","fig|83332.12.peg.1759","Rv1578c","VBIMycTub87468_1759","PATRIC.83332.12.NC_000962.CDS.1782758.1783228.rev","PATRIC","CDS",1782758,1783228,471,"-","FIG00822076","PLF_1763_00004267","PGF_00037261","NP_216094.1",156,,"Phage terminase, small subunit",
"Mycobacterium tuberculosis H37Rv","83332.12","NC_000962","fig|83332.12.peg.1760","Rv1579c","VBIMycTub87468_1760","PATRIC.83332.12.NC_000962.CDS.1783309.1783623.rev","PATRIC","CDS",1783309,1783623,315,"-","FIG01348639","PLF_1763_00241122","PGF_05256092","NP_216095.1",104,,"hypothetical protein",
"Mycobacterium tuberculosis H37Rv","83332.12","NC_000962","fig|83332.12.peg.1761","Rv1580c","VBIMycTub87468_1761","PATRIC.83332.12.NC_000962.CDS.1783620.1783892.rev","PATRIC","CDS",1783620,1783892,273,"-","FIG01348639","PLF_1763_00004268","PGF_02414687","NP_216096.1",90,,"hypothetical protein",
"Mycobacterium tuberculosis H37Rv","83332.12","NC_000962","fig|83332.12.peg.1762","Rv1581c","VBIMycTub87468_1762","PATRIC.83332.12.NC_000962.CDS.1783906.1784301.rev","PATRIC","CDS",1783906,1784301,396,"-","FIG01348639","PLF_1763_00004272","PGF_02414689","NP_216097.1",131,,"hypothetical protein",
"Mycobacterium tuberculosis H37Rv","83332.12","NC_000962","fig|83332.12.peg.1763","Rv1582c","VBIMycTub87468_1763","PATRIC.83332.12.NC_000962.CDS.1784497.1785912.rev","PATRIC","CDS",1784497,1785912,1416,"-","FIG00774766","PLF_1763_00004266","PGF_05710538","NP_216098.1",471,,"DNA primase, phage associated",
"Mycobacterium tuberculosis H37Rv","83332.12","NC_000962","fig|83332.12.peg.1764","Rv1583c","VBIMycTub87468_1764","PATRIC.83332.12.NC_000962.CDS.1785912.1786310.rev","PATRIC","CDS",1785912,1786310,399,"-","FIG01348639","PLF_1763_00004048","PGF_04837706","NP_216099.1",132,,"hypothetical protein",
"Mycobacterium tuberculosis H37Rv","83332.12","NC_000962","fig|83332.12.peg.1765","Rv1584c","VBIMycTub87468_1765","PATRIC.83332.12.NC_000962.CDS.1786307.1786528.rev","PATRIC","CDS",1786307,1786528,222,"-",,"PLF_1763_00004273","PGF_08225224","NP_216100.1",73,,"hypothetical protein",
"Mycobacterium tuberculosis H37Rv","83332.12","NC_000962","fig|83332.12.peg.1766","Rv1585c","VBIMycTub87468_1766","PATRIC.83332.12.NC_000962.CDS.1786584.1787099.rev","PATRIC","CDS",1786584,1787099,516,"-","FIG01366693","PLF_1763_00004271","PGF_08225224","NP_216101.1",171,,"hypothetical protein",
"Mycobacterium tuberculosis H37Rv","83332.12","NC_000962","fig|83332.12.peg.1767","Rv1586c","VBIMycTub87468_1767","PATRIC.83332.12.NC_000962.CDS.1787096.1788115.rev","PATRIC","CDS",1787096,1788115,1020,"-","FIG01447209","PLF_1763_00004260","PGF_02414681","NP_216102.1",339,,"Probable phiRv1 integrase",
"Mycobacterium tuberculosis H37Rv","83332.12","NC_000962","fig|83332.12.peg.1768","Rv1587c","VBIMycTub87468_1768","PATRIC.83332.12.NC_000962.CDS.1788162.1789397.rev","PATRIC","CDS",1788162,1789397,1236,"-","FIG00820827","PLF_1763_00042741","PGF_05503590","NP_216103.2",411,,"13E12 repeat family protein",
"Mycobacterium tuberculosis H37Rv","83332.12","NC_000962","fig|83332.12.peg.1769","Rv1588c","VBIMycTub87468_1769","PATRIC.83332.12.NC_000962.CDS.1789168.1789836.rev","PATRIC","CDS",1789168,1789836,669,"-","FIG00820827","PLF_1763_00003915","PGF_05503590","NP_216104.1",222,,"13E12 repeat family protein",
"Mycobacterium tuberculosis H37Rv","83332.12","NC_000962","fig|83332.12.peg.1771","Rv1589","VBIMycTub87468_1771","PATRIC.83332.12.NC_000962.CDS.1790236.1791333.fwd","PATRIC","CDS",1790236,1791333,1098,"+","FIG00000467","PLF_1763_00000612","PGF_01400330","NP_216105.1",365,"bioB","Biotin synthase (EC 2.8.1.6)","GO:0004076|biotin synthase activity"
"Mycobacterium tuberculosis H37Rv","83332.12","NC_000962","fig|83332.12.peg.1772","Rv1590","VBIMycTub87468_1772","PATRIC.83332.12.NC_000962.CDS.1791346.1791573.fwd","PATRIC","CDS",1791346,1791573,228,"+","FIG00820825","PLF_1763_00003841","PGF_02890787","NP_216106.1",75,,"hypothetical protein",
"Mycobacterium tuberculosis H37Rv","83332.12","NC_000962","fig|83332.12.peg.1773","Rv1591","VBIMycTub87468_1773","PATRIC.83332.12.NC_000962.CDS.1791651.1792235.fwd","PATRIC","CDS",1791651,1792235,585,"+","FIG01121868","PLF_1763_00009186","PGF_03690133","NP_216107.1",194,,"Putative transmembrane protein",
"Mycobacterium tuberculosis H37Rv","83332.12","NC_000962","fig|83332.12.peg.1774","Rv1592c","VBIMycTub87468_1774","PATRIC.83332.12.NC_000962.CDS.1792400.1793740.rev","PATRIC","CDS",1792400,1793740,1341,"-","FIG01327998","PLF_1763_00000643","PGF_00017018","NP_216108.1",446,,"Lipase 1 (EC 3.1.1.3)",
"Mycobacterium tuberculosis H37Rv","83332.12","NC_000962","fig|83332.12.peg.173","Rv0152c","VBIMycTub87468_0173","PATRIC.83332.12.NC_000962.CDS.179319.180791.rev","PATRIC","CDS",179319,180791,1473,"-","FIG01311212","PLF_1763_00002524","PGF_02912734","YP_177696.1",490,"PE2","PE family protein => PE2",
