Interactor A ID,Interactor A Type,Interactor A Desc,Domain A,Taxon ID A,Genome ID A,Genome Name A,RefSeq Locus Tag A,gene A,Interactor B ID,Interactor B Type,Interactor B Desc,Domain B,Taxon ID B,Genome ID B,Genome Name B,RefSeq Locus Tag B,gene B,Category,Interaction Type,Detection Method,Evidence,PMID,Source DB,Source ID,Score
fig|83332.12.peg.56,Protein,"Multimodular transpeptidase-transglycosylase (EC 2.4.1.129) (EC 3.4.-.-)",Bacteria,83332,83332.12,Mycobacterium tuberculosis H37Rv,Rv0050,ponA1,fig|83332.12.peg.4231,Protein,"Polyketide synthase in FadD32 cluster",Bacteria,83332,83332.12,Mycobacterium tuberculosis H37Rv,Rv3800c,pks13,PPI,"genetic interaction","Tn-seq experiment","experimental","26438867","FLUTE","",
fig|419947.8.peg.6,Protein,"DNA gyrase subunit A (EC 5.99.1.3)",Bacteria,419947,419947.8,Mycobacterium tuberculosis H37Ra,MRA_0006,gyrA,fig|419947.8.peg.741,Protein,"DNA-directed RNA polymerase beta subunit (EC 2.7.7.6)",Bacteria,419947,419947.8,Mycobacterium tuberculosis H37Ra,MRA_0676,rpoB,PPI,"predicted interaction","predictive text mining,interologs mapping","experimental,computational","","string","",
fig|419947.8.peg.522,Protein,"Iron-regulated heparin binding hemagglutinin HbhA (Adhesin)",Bacteria,419947,419947.8,Mycobacterium tuberculosis H37Ra,MRA_0482,hbhA,fig|419947.9.peg.3344,Protein,"Flavin-binding family monooxygenase",Bacteria,419947,419947.9,Mycobacterium tuberculosis H37Ra [WGS],MtubH3_010100017353,,PPI,"predicted interaction","predictive text mining","experimental","","string","",
fig|83332.12.peg.4366,Protein,"FIG007808: N-acetyltransferase",Bacteria,83332,83332.12,Mycobacterium tuberculosis H37Rv,Rv3916c,,fig|83332.12.peg.3831,Protein,"Mobile element protein",Bacteria,83332,83332.12,Mycobacterium tuberculosis H37Rv,Rv3430c,,PPI,"genetic interaction","Tn-seq experiment","experimental","","FLUTE","",
fig|419947.8.peg.1792,Protein,"Phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase (EC 5.3.1.16) @ Acting phosphoribosylanthranilate isomerase (EC 5.3.1.24)",Bacteria,419947,419947.8,Mycobacterium tuberculosis H37Ra,MRA_1613,hisA,fig|419947.9.peg.4354,Protein,"Imidazole glycerol phosphate synthase amidotransferase subunit (EC 2.4.2.-)",Bacteria,419947,419947.9,Mycobacterium tuberculosis H37Ra [WGS],MtubH3_010100022418,hisH,PPI,"predicted interaction","inference,predictive text mining,interologs mapping,phylogenetic profile","computational,experimental","","biocyc,string","",
fig|83332.12.peg.4142,Protein,"N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28)",Bacteria,83332,83332.12,Mycobacterium tuberculosis H37Rv,Rv3717,,fig|83332.12.peg.2776,Protein,"NAD-specific glutamate dehydrogenase (EC 1.4.1.2), large form",Bacteria,83332,83332.12,Mycobacterium tuberculosis H37Rv,Rv2476c,gdh,PPI,"genetic interaction","Tn-seq experiment","experimental","","FLUTE","",
fig|419947.8.peg.24,Protein,"Serine/threonine phosphatase PPP (EC 3.1.3.16)",Bacteria,419947,419947.8,Mycobacterium tuberculosis H37Ra,MRA_0020,ppp,fig|419947.9.peg.2517,Protein,"Biotin--protein ligase (EC 6.3.4.9)(EC 6.3.4.10)(EC 6.3.4.11)(EC 6.3.4.15)",Bacteria,419947,419947.9,Mycobacterium tuberculosis H37Ra [WGS],MtubH3_010100013122,,PPI,"predicted interaction","predictive text mining","experimental","","string","",
fig|419947.8.peg.3118,Protein,"Type I restriction-modification system, specificity subunit S",Bacteria,419947,419947.8,Mycobacterium tuberculosis H37Ra,MRA_2786,hsdS,fig|419947.9.peg.4676,Protein,"Nucleoside diphosphate kinase regulator",Bacteria,419947,419947.9,Mycobacterium tuberculosis H37Ra [WGS],MtubH3_010100024055,,PPI,"predicted interaction","predictive text mining","experimental","","string","",
fig|419947.9.peg.112,Protein,"PPE family protein, PPW subgroup => PPE46",Bacteria,419947,419947.9,Mycobacterium tuberculosis H37Ra [WGS],MtubH3_010100000818,,fig|419947.9.peg.2104,Protein,"Two component system response regulator TrcR",Bacteria,419947,419947.9,Mycobacterium tuberculosis H37Ra [WGS],MtubH3_010100011061,,PPI,"predicted interaction","predictive text mining","experimental","","string","",
fig|83332.12.peg.4012,Protein,"Phage endolysin",Bacteria,83332,83332.12,Mycobacterium tuberculosis H37Rv,Rv3594,,fig|83332.12.peg.1644,Protein,"Bis-ABC ATPase SCO1840",Bacteria,83332,83332.12,Mycobacterium tuberculosis H37Rv,Rv1473,,PPI,"genetic interaction","Tn-seq experiment","experimental","","FLUTE","",
fig|419947.9.peg.689,Protein,"Efflux pump transporter of major facilitator superfamily (MFS)",Bacteria,419947,419947.9,Mycobacterium tuberculosis H37Ra [WGS],MtubH3_010100003807,,fig|419947.9.peg.3985,Protein,"MCE-family protein MceB",Bacteria,419947,419947.9,Mycobacterium tuberculosis H37Ra [WGS],MtubH3_010100020603,,PPI,"predicted interaction","predictive text mining","experimental","","string","",
fig|419947.9.peg.631,Protein,"ESAT-6-like protein EsxH, 10 kDa antigen CFP7",Bacteria,419947,419947.9,Mycobacterium tuberculosis H37Ra [WGS],MtubH3_010100003507,,fig|419947.9.peg.826,Protein,"ESAT-6-like protein EsxU",Bacteria,419947,419947.9,Mycobacterium tuberculosis H37Ra [WGS],MtubH3_010100004467,,PPI,"predicted interaction","predictive text mining","experimental","","string","",
fig|419947.8.peg.3858,Protein,"Heat shock protein 60 family co-chaperone GroES",Bacteria,419947,419947.8,Mycobacterium tuberculosis H37Ra,MRA_3458,groES,fig|419947.9.peg.4468,Protein,"Heat shock protein 60 family chaperone GroEL",Bacteria,419947,419947.9,Mycobacterium tuberculosis H37Ra [WGS],MtubH3_010100022985,groEL,PPI,"predicted interaction","predictive text mining,interologs mapping,phylogenetic profile","experimental,computational","","string","",
fig|419947.9.peg.3762,Protein,"PROBABLE ANTIBIOTIC-TRANSPORT ATP-BINDING PROTEIN ABC TRANSPORTER",Bacteria,419947,419947.9,Mycobacterium tuberculosis H37Ra [WGS],MtubH3_010100019468,,fig|419947.9.peg.3764,Protein,"PROBABLE ANTIBIOTIC-TRANSPORT INTEGRAL MEMBRANE LEUCINE AND ALANINE AND VALINE RICH PROTEIN ABC TRANSPORTER",Bacteria,419947,419947.9,Mycobacterium tuberculosis H37Ra [WGS],MtubH3_010100019478,,PPI,"predicted interaction","inference,predictive text mining,phylogenetic profile,gene neighbourhood","computational,experimental","","biocyc,kegg pathways,string","",
fig|419947.8.peg.1839,Protein,"hypothetical protein Rv1645c",Bacteria,419947,419947.8,Mycobacterium tuberculosis H37Ra,MRA_1656,,fig|419947.9.peg.4033,Protein,"Molybdenum ABC transporter permease protein ModB",Bacteria,419947,419947.9,Mycobacterium tuberculosis H37Ra [WGS],MtubH3_010100020843,,PPI,"predicted interaction","predictive text mining","experimental","","string","",
fig|83332.12.peg.4242,Protein,"Putative uncharacterized protein BCG_3873",Bacteria,83332,83332.12,Mycobacterium tuberculosis H37Rv,Rv3811,,fig|83332.12.peg.3163,Protein,"3'-to-5' oligoribonuclease A, Bacillus type",Bacteria,83332,83332.12,Mycobacterium tuberculosis H37Rv,Rv2837c,,PPI,"genetic interaction","Tn-seq experiment","experimental","","FLUTE","",
fig|419947.8.peg.4385,Protein,"ESAT-6-like protein EsxC",Bacteria,419947,419947.8,Mycobacterium tuberculosis H37Ra,MRA_3929,esxC,fig|419947.9.peg.826,Protein,"ESAT-6-like protein EsxU",Bacteria,419947,419947.9,Mycobacterium tuberculosis H37Ra [WGS],MtubH3_010100004467,,PPI,"predicted interaction","predictive text mining","experimental","","string","",
fig|419947.9.peg.1650,Protein,"Cyanoglobin; Hemoglobin-like protein HbN",Bacteria,419947,419947.9,Mycobacterium tuberculosis H37Ra [WGS],MtubH3_010100008690,,fig|419947.9.peg.3456,Protein,"Hemoglobin-like protein HbO",Bacteria,419947,419947.9,Mycobacterium tuberculosis H37Ra [WGS],MtubH3_010100017930,,PPI,"predicted interaction","predictive text mining","experimental","","string","",
fig|83332.12.peg.339,Protein,"hypothetical protein",Bacteria,83332,83332.12,Mycobacterium tuberculosis H37Rv,Rv0307c,,fig|83332.12.peg.1645,Protein,"hypothetical protein",Bacteria,83332,83332.12,Mycobacterium tuberculosis H37Rv,Rv1473A,,PPI,"genetic interaction","Tn-seq experiment","experimental","","FLUTE","",
fig|419947.8.peg.2144,Protein,"Lipoprotein LppD",Bacteria,419947,419947.8,Mycobacterium tuberculosis H37Ra,MRA_1910,lppD,fig|419947.8.peg.4272,Protein,"Integral membrane indolylacetylinositol arabinosyltransferase EmbA (EC 2.4.2.-)",Bacteria,419947,419947.8,Mycobacterium tuberculosis H37Ra,MRA_3834,embA,PPI,"predicted interaction","predictive text mining","experimental","","string","",
fig|83332.12.peg.2040,Protein,"FHA-domain-containing protein",Bacteria,83332,83332.12,Mycobacterium tuberculosis H37Rv,Rv1827,cfp17,fig|83332.12.peg.4303,Protein,"Glutamate synthase [NADPH] large chain (EC 1.4.1.13)",Bacteria,83332,83332.12,Mycobacterium tuberculosis H37Rv,Rv3859c,gltB,PPI,"association","experimental interaction detection","experimental","19318624","mtbbase","",
fig|83332.12.peg.4012,Protein,"Phage endolysin",Bacteria,83332,83332.12,Mycobacterium tuberculosis H37Rv,Rv3594,,fig|83332.12.peg.1688,Protein,"GDP-L-fucose synthetase (EC 1.1.1.271)",Bacteria,83332,83332.12,Mycobacterium tuberculosis H37Rv,Rv1512,epiA,PPI,"genetic interaction","Tn-seq experiment","experimental","","FLUTE","",
fig|83332.12.peg.339,Protein,"hypothetical protein",Bacteria,83332,83332.12,Mycobacterium tuberculosis H37Rv,Rv0307c,,fig|83332.12.peg.2477,Protein,"Exported protease",Bacteria,83332,83332.12,Mycobacterium tuberculosis H37Rv,Rv2224c,,PPI,"genetic interaction","Tn-seq experiment","experimental","","FLUTE","",
fig|83332.12.peg.1341,Protein,"PE family protein => PE13",Bacteria,83332,83332.12,Mycobacterium tuberculosis H37Rv,Rv1195,PE13,fig|83332.12.peg.1342,Protein,"PPE family protein, SVP subgroup => PPE18",Bacteria,83332,83332.12,Mycobacterium tuberculosis H37Rv,Rv1196,PPE18,PPI,"predicted interaction","predictive text mining,gene neighbourhood","experimental,computational","","string","",
fig|419947.9.peg.803,Protein,"D,D-heptose 7-phosphate kinase",Bacteria,419947,419947.9,Mycobacterium tuberculosis H37Ra [WGS],MtubH3_010100004352,,fig|419947.9.peg.4666,Protein,"Cysteine desulfurase (EC 2.8.1.7)",Bacteria,419947,419947.9,Mycobacterium tuberculosis H37Ra [WGS],MtubH3_010100024005,,PPI,"predicted interaction","predictive text mining","experimental","","string","",
fig|83332.12.peg.339,Protein,"hypothetical protein",Bacteria,83332,83332.12,Mycobacterium tuberculosis H37Rv,Rv0307c,,fig|83332.12.peg.3757,Protein,"DUF742 protein, component of G-protein-coupled receptor (GPCR) system",Bacteria,83332,83332.12,Mycobacterium tuberculosis H37Rv,Rv3363c,,PPI,"genetic interaction","Tn-seq experiment","experimental","","FLUTE","",
fig|83332.12.peg.339,Protein,"hypothetical protein",Bacteria,83332,83332.12,Mycobacterium tuberculosis H37Rv,Rv0307c,,fig|83332.12.peg.3691,Protein,"NAD(P)H quinone reductase LpdA (EC 1.6.5.2)",Bacteria,83332,83332.12,Mycobacterium tuberculosis H37Rv,Rv3303c,lpdA,PPI,"genetic interaction","Tn-seq experiment","experimental","","FLUTE","",
fig|419947.9.peg.827,Protein,"ESAT-6-like protein EsxT",Bacteria,419947,419947.9,Mycobacterium tuberculosis H37Ra [WGS],MtubH3_010100004472,,fig|419947.9.peg.965,Protein,"6 kDa early secretory antigenic target ESAT-6 (EsxA)",Bacteria,419947,419947.9,Mycobacterium tuberculosis H37Ra [WGS],MtubH3_010100005197,,PPI,"predicted interaction","predictive text mining","experimental","","string","",
fig|419947.8.peg.1835,Protein,"Translation initiation factor 3",Bacteria,419947,419947.8,Mycobacterium tuberculosis H37Ra,MRA_1652,infC,fig|419947.9.peg.1253,Protein,"3',5'-cyclic-nucleotide phosphodiesterase (EC 3.1.4.17)",Bacteria,419947,419947.9,Mycobacterium tuberculosis H37Ra [WGS],MtubH3_010100006633,,PPI,"predicted interaction","predictive text mining","experimental","","string","",
fig|419947.8.peg.3104,Protein,"DNA translocase FtsK",Bacteria,419947,419947.8,Mycobacterium tuberculosis H37Ra,MRA_2774,ftsK,fig|419947.9.peg.194,Protein,"Cell division protein FtsW",Bacteria,419947,419947.9,Mycobacterium tuberculosis H37Ra [WGS],MtubH3_010100001203,,PPI,"predicted interaction","predictive text mining,interologs mapping","experimental,computational","","string","",
fig|419947.8.peg.3484,Protein,"Transcriptional regulator, AraC family",Bacteria,419947,419947.8,Mycobacterium tuberculosis H37Ra,MRA_3114,virS,fig|419947.9.peg.4428,Protein,"Iron-regulated heparin binding hemagglutinin HbhA (Adhesin)",Bacteria,419947,419947.9,Mycobacterium tuberculosis H37Ra [WGS],MtubH3_010100022785,,PPI,"predicted interaction","predictive text mining","experimental","","string","",
fig|83332.12.peg.339,Protein,"hypothetical protein",Bacteria,83332,83332.12,Mycobacterium tuberculosis H37Rv,Rv0307c,,fig|83332.12.peg.1513,Protein,"hypothetical protein",Bacteria,83332,83332.12,Mycobacterium tuberculosis H37Rv,Rv1351,,PPI,"genetic interaction","Tn-seq experiment","experimental","","FLUTE","",
fig|83332.12.peg.339,Protein,"hypothetical protein",Bacteria,83332,83332.12,Mycobacterium tuberculosis H37Rv,Rv0307c,,fig|83332.12.peg.3508,Protein,"hypothetical protein",Bacteria,83332,83332.12,Mycobacterium tuberculosis H37Rv,Rv3142c,,PPI,"genetic interaction","Tn-seq experiment","experimental","","FLUTE","",
fig|83332.12.peg.4012,Protein,"Phage endolysin",Bacteria,83332,83332.12,Mycobacterium tuberculosis H37Rv,Rv3594,,fig|83332.12.peg.2048,Protein,"hypothetical protein",Bacteria,83332,83332.12,Mycobacterium tuberculosis H37Rv,Rv1836c,,PPI,"genetic interaction","Tn-seq experiment","experimental","","FLUTE","",
fig|419947.8.peg.1788,Protein,"Histidinol dehydrogenase (EC 1.1.1.23)",Bacteria,419947,419947.8,Mycobacterium tuberculosis H37Ra,MRA_1609,hisD,fig|419947.9.peg.1523,Protein,"5-Enolpyruvylshikimate-3-phosphate synthase (EC 2.5.1.19)",Bacteria,419947,419947.9,Mycobacterium tuberculosis H37Ra [WGS],MtubH3_010100008038,,PPI,"predicted interaction","predictive text mining,interologs mapping","experimental,computational","","string","",
fig|83332.12.peg.4366,Protein,"FIG007808: N-acetyltransferase",Bacteria,83332,83332.12,Mycobacterium tuberculosis H37Rv,Rv3916c,,fig|83332.12.peg.285,Protein,"Cobyric acid synthase (EC 6.3.5.10)",Bacteria,83332,83332.12,Mycobacterium tuberculosis H37Rv,Rv0255c,cobQ1,PPI,"genetic interaction","Tn-seq experiment","experimental","","FLUTE","",
fig|83332.12.peg.2269,Protein,"14 kDa antigen (16 kDa antigen) (HSP 16.3)",Bacteria,83332,83332.12,Mycobacterium tuberculosis H37Rv,Rv2031c,hspX,fig|83332.12.peg.3498,Protein,"Two component transcriptional regulatory protein DevR",Bacteria,83332,83332.12,Mycobacterium tuberculosis H37Rv,Rv3133c,devR,PPI,"predicted interaction","predictive text mining","experimental","","string","",
fig|419947.8.peg.690,Protein,"Galactokinase (EC 2.7.1.6)",Bacteria,419947,419947.8,Mycobacterium tuberculosis H37Ra,MRA_0629,galK,fig|419947.8.peg.2872,Protein,"Mrr restriction system protein",Bacteria,419947,419947.8,Mycobacterium tuberculosis H37Ra,MRA_2555,mrr,PPI,"predicted interaction","predictive text mining,interologs mapping","experimental,computational","","string","",
fig|83332.12.peg.2990,Protein,"Uncharacterized protein Q1 colocalized with Q",Bacteria,83332,83332.12,Mycobacterium tuberculosis H37Rv,Rv2680,,fig|83332.12.peg.863,Protein,"Gamma-glutamyltranspeptidase (EC 2.3.2.2) @ Glutathione hydrolase (EC 3.4.19.13)",Bacteria,83332,83332.12,Mycobacterium tuberculosis H37Rv,Rv0773c,ggtA,PPI,"genetic interaction","Tn-seq experiment","experimental","28334803","FLUTE","",
fig|419947.9.peg.971,Protein,"FtsK/SpoIIIE family protein EccCb1, component of Type VII secretion system ESX-1",Bacteria,419947,419947.9,Mycobacterium tuberculosis H37Ra [WGS],MtubH3_010100005227,,fig|419947.9.peg.973,Protein,"FtsK/SpoIIIE family protein EccCa1, component of Type VII secretion system ESX-1",Bacteria,419947,419947.9,Mycobacterium tuberculosis H37Ra [WGS],MtubH3_010100005232,,PPI,"predicted interaction","predictive text mining,phylogenetic profile,gene neighbourhood","experimental,computational","","string","",
fig|419947.8.peg.2634,Protein,"Nitrate/nitrite transporter",Bacteria,419947,419947.8,Mycobacterium tuberculosis H37Ra,MRA_2349,narK1,fig|419947.9.peg.2313,Protein,"Ferredoxin--sulfite reductase, actinobacterial type (EC 1.8.7.1)",Bacteria,419947,419947.9,Mycobacterium tuberculosis H37Ra [WGS],MtubH3_010100012090,,PPI,"predicted interaction","predictive text mining","experimental","","string","",
fig|83332.12.peg.1597,Protein,"Phytoene dehydrogenase and related proteins",Bacteria,83332,83332.12,Mycobacterium tuberculosis H37Rv,Rv1432,,fig|83332.12.peg.2581,Protein,"hypothetical protein",Bacteria,83332,83332.12,Mycobacterium tuberculosis H37Rv,Rv2312,,PPI,"genetic interaction","Tn-seq experiment","experimental","28334803","FLUTE","",
fig|83332.12.peg.339,Protein,"hypothetical protein",Bacteria,83332,83332.12,Mycobacterium tuberculosis H37Rv,Rv0307c,,fig|83332.12.peg.133,Protein,"Oxalyl-CoA decarboxylase (EC 4.1.1.8)",Bacteria,83332,83332.12,Mycobacterium tuberculosis H37Rv,Rv0118c,oxcA,PPI,"genetic interaction","Tn-seq experiment","experimental","","FLUTE","",
fig|419947.8.peg.1672,Protein,"Methylmalonyl-CoA mutase small subunit, MutA (EC 5.4.99.2)",Bacteria,419947,419947.8,Mycobacterium tuberculosis H37Ra,MRA_1502,mutA,fig|419947.9.peg.1363,Protein,"DNA ligase (NAD(+)) (EC 6.5.1.2)",Bacteria,419947,419947.9,Mycobacterium tuberculosis H37Ra [WGS],MtubH3_010100007207,ligA,PPI,"predicted interaction","predictive text mining","experimental","","string","",
fig|419947.8.peg.1578,Protein,"Ribulose-phosphate 3-epimerase (EC 5.1.3.1)",Bacteria,419947,419947.8,Mycobacterium tuberculosis H37Ra,MRA_1417,rpe,fig|419947.8.peg.3728,Protein,"Endonuclease VIII",Bacteria,419947,419947.8,Mycobacterium tuberculosis H37Ra,MRA_3338,nei,PPI,"predicted interaction","predictive text mining","experimental","","string","",
fig|83332.12.peg.339,Protein,"hypothetical protein",Bacteria,83332,83332.12,Mycobacterium tuberculosis H37Rv,Rv0307c,,fig|83332.12.peg.2660,Protein,"Peptide synthetase MbtF @ Siderophore biosynthesis non-ribosomal peptide synthetase modules",Bacteria,83332,83332.12,Mycobacterium tuberculosis H37Rv,Rv2379c,mbtF,PPI,"genetic interaction","Tn-seq experiment","experimental","","FLUTE","",
fig|83332.12.peg.56,Protein,"Multimodular transpeptidase-transglycosylase (EC 2.4.1.129) (EC 3.4.-.-)",Bacteria,83332,83332.12,Mycobacterium tuberculosis H37Rv,Rv0050,ponA1,fig|83332.12.peg.2132,Protein,"Catalase-peroxidase KatG (EC 1.11.1.21)",Bacteria,83332,83332.12,Mycobacterium tuberculosis H37Rv,Rv1908c,katG,PPI,"genetic interaction","Tn-seq experiment","experimental","26438867","FLUTE","",
fig|83332.12.peg.4242,Protein,"Putative uncharacterized protein BCG_3873",Bacteria,83332,83332.12,Mycobacterium tuberculosis H37Rv,Rv3811,,fig|83332.12.peg.452,Protein,"Serine/threonine protein kinase",Bacteria,83332,83332.12,Mycobacterium tuberculosis H37Rv,Rv0410c,pknG,PPI,"genetic interaction","Tn-seq experiment","experimental","","FLUTE","",
fig|419947.8.peg.3892,Protein,"ESAT-6-like protein EsxU",Bacteria,419947,419947.8,Mycobacterium tuberculosis H37Ra,MRA_3486,esxU,fig|419947.9.peg.827,Protein,"ESAT-6-like protein EsxT",Bacteria,419947,419947.9,Mycobacterium tuberculosis H37Ra [WGS],MtubH3_010100004472,,PPI,"predicted interaction","predictive text mining","experimental","","string","",
fig|419947.8.peg.1729,Protein,"Cyanoglobin; Hemoglobin-like protein HbN",Bacteria,419947,419947.8,Mycobacterium tuberculosis H37Ra,MRA_1554,glbN,fig|419947.8.peg.2809,Protein,"Hemoglobin-like protein HbO",Bacteria,419947,419947.8,Mycobacterium tuberculosis H37Ra,MRA_2496,glbO,PPI,"predicted interaction","predictive text mining","experimental","","string","",
fig|83332.12.peg.56,Protein,"Multimodular transpeptidase-transglycosylase (EC 2.4.1.129) (EC 3.4.-.-)",Bacteria,83332,83332.12,Mycobacterium tuberculosis H37Rv,Rv0050,ponA1,fig|83332.12.peg.4145,Protein,"Cyclopropane-fatty-acyl-phospholipid synthase (EC 2.1.1.79)",Bacteria,83332,83332.12,Mycobacterium tuberculosis H37Rv,Rv3720,,PPI,"genetic interaction","Tn-seq experiment","experimental","26438867","FLUTE","",
fig|83332.12.peg.1746,Protein,"O-antigen acetylase",Bacteria,83332,83332.12,Mycobacterium tuberculosis H37Rv,Rv1565c,,fig|83332.12.peg.900,Protein,"probable UDP-glucose-4-epimerase",Bacteria,83332,83332.12,Mycobacterium tuberculosis H37Rv,Rv0806c,cpsY,PPI,"genetic interaction","Tn-seq experiment","experimental","28334803","FLUTE","",
fig|419947.8.peg.1107,Protein,"UTP--glucose-1-phosphate uridylyltransferase (EC 2.7.7.9)",Bacteria,419947,419947.8,Mycobacterium tuberculosis H37Ra,MRA_1000,galU,fig|419947.9.peg.2672,Protein,"Galactokinase (EC 2.7.1.6)",Bacteria,419947,419947.9,Mycobacterium tuberculosis H37Ra [WGS],MtubH3_010100013872,,PPI,"predicted interaction","predictive text mining,interologs mapping","experimental,computational","","string","",
fig|419947.8.peg.3514,Protein,"Cyclic pyranopterin phosphate synthase (MoaA) (EC 4.1.99.18)",Bacteria,419947,419947.8,Mycobacterium tuberculosis H37Ra,MRA_3141,moaA1,fig|419947.8.peg.3756,Protein,"Molybdopterin synthase sulfur carrier subunit / Molybdopterin synthase catalytic subunit MoaE (EC 2.8.1.12)",Bacteria,419947,419947.8,Mycobacterium tuberculosis H37Ra,MRA_3365,moaX,PPI,"predicted interaction","predictive text mining,interologs mapping,phylogenetic profile","experimental,computational","","string","",
fig|83332.12.peg.4366,Protein,"FIG007808: N-acetyltransferase",Bacteria,83332,83332.12,Mycobacterium tuberculosis H37Rv,Rv3916c,,fig|83332.12.peg.776,Protein,"Dehydrogenase in mycofactocin cluster",Bacteria,83332,83332.12,Mycobacterium tuberculosis H37Rv,Rv0697,,PPI,"genetic interaction","Tn-seq experiment","experimental","","FLUTE","",
fig|419947.9.peg.506,Protein,"Twin-arginine translocation protein TatC",Bacteria,419947,419947.9,Mycobacterium tuberculosis H37Ra [WGS],MtubH3_010100002858,,fig|419947.9.peg.836,Protein,"putative secreted protein",Bacteria,419947,419947.9,Mycobacterium tuberculosis H37Ra [WGS],MtubH3_010100004527,,PPI,"predicted interaction","predictive text mining","experimental","","string","",
fig|83332.12.peg.339,Protein,"hypothetical protein",Bacteria,83332,83332.12,Mycobacterium tuberculosis H37Rv,Rv0307c,,fig|83332.12.peg.476,Protein,"Carboxylate-amine ligase",Bacteria,83332,83332.12,Mycobacterium tuberculosis H37Rv,Rv0433,,PPI,"genetic interaction","Tn-seq experiment","experimental","","FLUTE","",
fig|83332.12.peg.2990,Protein,"Uncharacterized protein Q1 colocalized with Q",Bacteria,83332,83332.12,Mycobacterium tuberculosis H37Rv,Rv2680,,fig|83332.12.peg.2520,Protein,"Apolipoprotein N-acyltransferase",Bacteria,83332,83332.12,Mycobacterium tuberculosis H37Rv,Rv2261c,,PPI,"genetic interaction","Tn-seq experiment","experimental","28334803","FLUTE","",
fig|419947.8.peg.5,Protein,"DNA gyrase subunit B (EC 5.99.1.3)",Bacteria,419947,419947.8,Mycobacterium tuberculosis H37Ra,MRA_0005,gyrB,fig|419947.8.peg.6,Protein,"DNA gyrase subunit A (EC 5.99.1.3)",Bacteria,419947,419947.8,Mycobacterium tuberculosis H37Ra,MRA_0006,gyrA,PPI,"predicted interaction","predictive text mining,interologs mapping,phylogenetic profile,gene neighbourhood","experimental,computational","","string","",
fig|83332.12.peg.56,Protein,"Multimodular transpeptidase-transglycosylase (EC 2.4.1.129) (EC 3.4.-.-)",Bacteria,83332,83332.12,Mycobacterium tuberculosis H37Rv,Rv0050,ponA1,fig|83332.12.peg.3199,Protein,"Intramembrane protease RasP/YluC, implicated in cell division based on FtsL cleavage",Bacteria,83332,83332.12,Mycobacterium tuberculosis H37Rv,Rv2869c,,PPI,"genetic interaction","Tn-seq experiment","experimental","26438867","FLUTE","",
fig|419947.9.peg.1400,Protein,"hypothetical protein",Bacteria,419947,419947.9,Mycobacterium tuberculosis H37Ra [WGS],MtubH3_010100007411,,fig|419947.9.peg.3219,Protein,"mRNA interferase RelE",Bacteria,419947,419947.9,Mycobacterium tuberculosis H37Ra [WGS],MtubH3_010100016696,,PPI,"predicted interaction","predictive text mining","experimental","","string","",
fig|83332.12.peg.56,Protein,"Multimodular transpeptidase-transglycosylase (EC 2.4.1.129) (EC 3.4.-.-)",Bacteria,83332,83332.12,Mycobacterium tuberculosis H37Rv,Rv0050,ponA1,fig|83332.12.peg.2441,Protein,"Cell wall-associated hydrolases (invasion-associated proteins)",Bacteria,83332,83332.12,Mycobacterium tuberculosis H37Rv,Rv2190c,,PPI,"genetic interaction","Tn-seq experiment","experimental","26438867","FLUTE","",
fig|83332.12.peg.4242,Protein,"Putative uncharacterized protein BCG_3873",Bacteria,83332,83332.12,Mycobacterium tuberculosis H37Rv,Rv3811,,fig|83332.12.peg.900,Protein,"probable UDP-glucose-4-epimerase",Bacteria,83332,83332.12,Mycobacterium tuberculosis H37Rv,Rv0806c,cpsY,PPI,"genetic interaction","Tn-seq experiment","experimental","","FLUTE","",
fig|419947.8.peg.1,Protein,"Chromosomal replication initiator protein DnaA",Bacteria,419947,419947.8,Mycobacterium tuberculosis H37Ra,MRA_0001,dnaA,fig|419947.9.peg.3098,Protein,"LSU ribosomal protein L34p",Bacteria,419947,419947.9,Mycobacterium tuberculosis H37Ra [WGS],MtubH3_010100016122,,PPI,"predicted interaction","predictive text mining","experimental","","string","",
fig|419947.8.peg.742,Protein,"DNA-directed RNA polymerase beta' subunit (EC 2.7.7.6)",Bacteria,419947,419947.8,Mycobacterium tuberculosis H37Ra,MRA_0677,rpoC,fig|419947.9.peg.1023,Protein,"LSU ribosomal protein L7/L12 (P1/P2)",Bacteria,419947,419947.9,Mycobacterium tuberculosis H37Ra [WGS],MtubH3_010100005482,rplL,PPI,"predicted interaction","predictive text mining,interologs mapping,phylogenetic profile","experimental,computational","","string","",
fig|419947.8.peg.1680,Protein,"hypothetical protein",Bacteria,419947,419947.8,Mycobacterium tuberculosis H37Ra,MRA_1510,,fig|419947.9.peg.2939,Protein,"SAM-dependent methyltransferase",Bacteria,419947,419947.9,Mycobacterium tuberculosis H37Ra [WGS],MtubH3_010100015285,,PPI,"predicted interaction","predictive text mining","experimental","","string","",
fig|419947.9.peg.1052,Protein,"Phosphate ABC transporter, periplasmic phosphate-binding protein PstS (TC 3.A.1.7.1)",Bacteria,419947,419947.9,Mycobacterium tuberculosis H37Ra [WGS],MtubH3_010100005637,,fig|419947.9.peg.1942,Protein,"Probable low-affinity inorganic phosphate transporter",Bacteria,419947,419947.9,Mycobacterium tuberculosis H37Ra [WGS],MtubH3_010100010249,,PPI,"predicted interaction","predictive text mining","experimental","","string","",
