Genome,Genome ID,Accession,BRC ID,RefSeq Locus Tag,Alt Locus Tag,Feature ID,Annotation,Feature Type,Start,End,Length,Strand,FIGfam ID,PATRIC genus-specific families (PLfams),PATRIC cross-genus families (PGfams),Protein ID,AA Length,Gene Symbol,Product,GO
"Mycobacterium bovis AF2122/97","233413.5","NC_002945","fig|233413.5.peg.1161","Mb1068c","VBIMycBov88188_1161","PATRIC.233413.5.NC_002945.CDS.1161744.1162877.rev","PATRIC","CDS",1161744,1162877,1134,"-","FIG00013075","PLF_1763_00191027","PGF_03089837","NP_854724.1",377,"PPE15","PPE family protein, SVP subgroup => PPE15",
"Mycobacterium bovis AF2122/97","233413.5","NC_002945","fig|233413.5.peg.1162","Mb1069c","VBIMycBov88188_1162","PATRIC.233413.5.NC_002945.CDS.1162996.1163823.rev","PATRIC","CDS",1162996,1163823,828,"-","FIG01433482","PLF_1763_00190891","PGF_04257143","NP_854725.1",275,"PE8","PE family protein => PE8",
"Mycobacterium bovis AF2122/97","233413.5","NC_002945","fig|233413.5.peg.1163",,"VBIMycBov88188_1163","PATRIC.233413.5.NC_002945.CDS.1164611.1164850.rev","PATRIC","CDS",1164611,1164850,240,"-","FIG00822456","PLF_1763_00003504","PGF_02412529",,79,,"hypothetical protein",
"Mycobacterium bovis AF2122/97","233413.5","NC_002945","fig|233413.5.peg.1164",,"VBIMycBov88188_1164","PATRIC.233413.5.NC_002945.CDS.1165019.1165456.rev","PATRIC","CDS",1165019,1165456,438,"-","FIG01306568","PLF_1763_00000031","PGF_01000105",,145,,"Mobile element protein",
"Mycobacterium bovis AF2122/97","233413.5","NC_002945","fig|233413.5.peg.1165","Mb1071c","VBIMycBov88188_1165","PATRIC.233413.5.NC_002945.CDS.1165539.1165937.rev","PATRIC","CDS",1165539,1165937,399,"-","FIG01313737","PLF_1763_00000035","PGF_01000105","NP_854726.1",132,,"Mobile element protein",
"Mycobacterium bovis AF2122/97","233413.5","NC_002945","fig|233413.5.peg.1166","Mb1072c","VBIMycBov88188_1166","PATRIC.233413.5.NC_002945.CDS.1166229.1167260.rev","PATRIC","CDS",1166229,1167260,1032,"-","FIG01308142","PLF_1763_00004454","PGF_07855719","NP_854727.1",343,,"hypothetical protein",
"Mycobacterium bovis AF2122/97","233413.5","NC_002945","fig|233413.5.peg.1167",,"VBIMycBov88188_1167","PATRIC.233413.5.NC_002945.CDS.1167645.1167911.rev","PATRIC","CDS",1167645,1167911,267,"-","FIG00638284","PLF_1763_00016624","PGF_02404790",,88,,"hypothetical protein",
"Mycobacterium bovis AF2122/97","233413.5","NC_002945","fig|233413.5.peg.1168","Mb1074","VBIMycBov88188_1168","PATRIC.233413.5.NC_002945.CDS.1168121.1169002.fwd","PATRIC","CDS",1168121,1169002,882,"+","FIG00821114","PLF_1763_00000097","PGF_00427121","NP_854729.1",293,,"FIG00645039: hypothetical protein with HTH-domain",
"Mycobacterium bovis AF2122/97","233413.5","NC_002945","fig|233413.5.peg.1169","Mb1075c","VBIMycBov88188_1169","PATRIC.233413.5.NC_002945.CDS.1169084.1169872.rev","PATRIC","CDS",1169084,1169872,789,"-","FIG00820113","PLF_1763_00070876","PGF_00371888","NP_854730.1",262,,"hypothetical protein",
"Mycobacterium bovis AF2122/97","233413.5","NC_002945","fig|233413.5.peg.1170","Mb1076","VBIMycBov88188_1170","PATRIC.233413.5.NC_002945.CDS.1169872.1171119.fwd","PATRIC","CDS",1169872,1171119,1248,"+","FIG01306568","PLF_1763_00075507","PGF_01000105","NP_854731.1",415,,"Mobile element protein",
"Mycobacterium bovis AF2122/97","233413.5","NC_002945","fig|233413.5.peg.1171",,"VBIMycBov88188_1171","PATRIC.233413.5.NC_002945.CDS.1171231.1171356.fwd","PATRIC","CDS",1171231,1171356,126,"+","FIG00823602","PLF_1763_00003956","PGF_02413239",,41,,"hypothetical protein",
"Mycobacterium bovis AF2122/97","233413.5","NC_002945","fig|233413.5.peg.1172","Mb1077c","VBIMycBov88188_1172","PATRIC.233413.5.NC_002945.CDS.1171487.1172245.rev","PATRIC","CDS",1171487,1172245,759,"-","FIG00821060","PLF_1763_00003140","PGF_03983777","NP_854732.1",252,,"hypothetical protein",
"Mycobacterium bovis AF2122/97","233413.5","NC_002945","fig|233413.5.peg.1173",,"VBIMycBov88188_1173","PATRIC.233413.5.NC_002945.CDS.1172559.1172762.rev","PATRIC","CDS",1172559,1172762,204,"-","FIG00820549","PLF_1763_00003022","PGF_03983777",,67,,"hypothetical protein",
"Mycobacterium bovis AF2122/97","233413.5","NC_002945","fig|233413.5.peg.1174","Mb1078","VBIMycBov88188_1174","PATRIC.233413.5.NC_002945.CDS.1172835.1173281.fwd","PATRIC","CDS",1172835,1173281,447,"+","FIG00025887","PLF_1763_00002898","PGF_10423881","NP_854733.1",148,,"Transcriptional regulator, MarR family",
"Mycobacterium bovis AF2122/97","233413.5","NC_002945","fig|233413.5.peg.1175","Mb1079","VBIMycBov88188_1175","PATRIC.233413.5.NC_002945.CDS.1173356.1174234.fwd","PATRIC","CDS",1173356,1174234,879,"+","FIG01955289","PLF_1763_00002911","PGF_09682510","NP_854734.1",292,,"Short-chain dehydrogenase/reductase SDR",
"Mycobacterium bovis AF2122/97","233413.5","NC_002945","fig|233413.5.peg.1176","Mb1080c","VBIMycBov88188_1176","PATRIC.233413.5.NC_002945.CDS.1174393.1175148.rev","PATRIC","CDS",1174393,1175148,756,"-","FIG00821021","PLF_1763_00002757","PGF_10383273","NP_854735.1",251,,"FIG00645039: hypothetical protein with HTH-domain",
"Mycobacterium bovis AF2122/97","233413.5","NC_002945","fig|233413.5.peg.1177",,"VBIMycBov88188_1177","PATRIC.233413.5.NC_002945.CDS.1175375.1175647.rev","PATRIC","CDS",1175375,1175647,273,"-","FIG01540159","PLF_1763_00003714","PGF_00308436",,90,,"hypothetical protein",
"Mycobacterium bovis AF2122/97","233413.5","NC_002945","fig|233413.5.peg.1178","Mb1081","VBIMycBov88188_1178","PATRIC.233413.5.NC_002945.CDS.1176309.1176560.fwd","PATRIC","CDS",1176309,1176560,252,"+","FIG01495881","PLF_1763_00003067","PGF_04036853","NP_854736.1",83,,"hypothetical protein",
"Mycobacterium bovis AF2122/97","233413.5","NC_002945","fig|233413.5.peg.1179","Mb1082c","VBIMycBov88188_1179","PATRIC.233413.5.NC_002945.CDS.1176459.1176734.rev","PATRIC","CDS",1176459,1176734,276,"-",,"PLF_1763_00012579","PGF_02403633","NP_854737.1",91,,"Mobile element protein",
"Mycobacterium bovis AF2122/97","233413.5","NC_002945","fig|233413.5.peg.1180",,"VBIMycBov88188_1180","PATRIC.233413.5.NC_002945.CDS.1176820.1176933.fwd","PATRIC","CDS",1176820,1176933,114,"+","FIG01512848","PLF_1763_00004086","PGF_00158798",,37,,"hypothetical protein",
"Mycobacterium bovis AF2122/97","233413.5","NC_002945","fig|233413.5.peg.1181","Mb1083","VBIMycBov88188_1181","PATRIC.233413.5.NC_002945.CDS.1177376.1177690.fwd","PATRIC","CDS",1177376,1177690,315,"+","FIG01116662","PLF_1763_00002709","PGF_07214360","NP_854738.1",104,,"Integrase",
"Mycobacterium bovis AF2122/97","233413.5","NC_002945","fig|233413.5.peg.117","Mb0105","VBIMycBov88188_0117","PATRIC.233413.5.NC_002945.CDS.117813.119735.fwd","PATRIC","CDS",117813,119735,1923,"+","FIG01307028","PLF_1763_00002423","PGF_07898092","NP_853773.1",640,,"Copper resistance protein CopD / Cytochrome c oxidase caa3-type assembly factor CtaG_BS (unrelated to Cox11-CtaG family)",
"Mycobacterium bovis AF2122/97","233413.5","NC_002945","fig|233413.5.peg.1182","Mb1085","VBIMycBov88188_1182","PATRIC.233413.5.NC_002945.CDS.1178160.1178840.fwd","PATRIC","CDS",1178160,1178840,681,"+","FIG00820478","PLF_1763_00001923","PGF_08225224","NP_854740.1",226,,"hypothetical protein",
"Mycobacterium bovis AF2122/97","233413.5","NC_002945","fig|233413.5.peg.1183",,"VBIMycBov88188_1183","PATRIC.233413.5.NC_002945.CDS.1179052.1179198.rev","PATRIC","CDS",1179052,1179198,147,"-","FIG00820024","PLF_1763_00002994","PGF_08225224",,48,,"hypothetical protein",
"Mycobacterium bovis AF2122/97","233413.5","NC_002945","fig|233413.5.peg.1184","Mb1086","VBIMycBov88188_1184","PATRIC.233413.5.NC_002945.CDS.1179793.1181025.fwd","PATRIC","CDS",1179793,1181025,1233,"+","FIG00822044","PLF_1763_00002714","PGF_08225224","NP_854741.1",410,,"hypothetical protein",
"Mycobacterium bovis AF2122/97","233413.5","NC_002945","fig|233413.5.peg.1185","Mb1087","VBIMycBov88188_1185","PATRIC.233413.5.NC_002945.CDS.1181132.1182763.fwd","PATRIC","CDS",1181132,1182763,1632,"+","FIG00018699","PLF_1763_00015547","PGF_00017544","NP_854742.1",543,"fadD14","CoA ligase @ Long-chain fatty-acid-CoA ligase (EC 6.2.1.3), Mycobacterial subgroup FadD14","GO:0004467|long-chain fatty acid-CoA ligase activity"
"Mycobacterium bovis AF2122/97","233413.5","NC_002945","fig|233413.5.peg.1186","Mb1088","VBIMycBov88188_1186","PATRIC.233413.5.NC_002945.CDS.1182845.1183903.fwd","PATRIC","CDS",1182845,1183903,1059,"+","FIG00821197","PLF_1763_00002492","PGF_04150638","NP_854743.1",352,,"Oxidoreductase",
"Mycobacterium bovis AF2122/97","233413.5","NC_002945","fig|233413.5.peg.1187","Mb1089","VBIMycBov88188_1187","PATRIC.233413.5.NC_002945.CDS.1183956.1184429.fwd","PATRIC","CDS",1183956,1184429,474,"+","FIG00820308","PLF_1763_00346610","PGF_08225224","NP_854744.1",157,,"hypothetical protein",
"Mycobacterium bovis AF2122/97","233413.5","NC_002945","fig|233413.5.peg.1188","Mb1090","VBIMycBov88188_1188","PATRIC.233413.5.NC_002945.CDS.1184463.1185326.fwd","PATRIC","CDS",1184463,1185326,864,"+","FIG01443783","PLF_1763_00001929","PGF_00008245","NP_854745.1",287,,"Glutamine amidotransferases class-II",
"Mycobacterium bovis AF2122/97","233413.5","NC_002945","fig|233413.5.peg.1189","Mb1091","VBIMycBov88188_1189","PATRIC.233413.5.NC_002945.CDS.1185331.1186188.fwd","PATRIC","CDS",1185331,1186188,858,"+","FIG01311108","PLF_1763_00001897","PGF_00033712","NP_854746.1",285,,"Phospholipase, patatin family protein",
"Mycobacterium bovis AF2122/97","233413.5","NC_002945","fig|233413.5.peg.1190","Mb1092c","VBIMycBov88188_1190","PATRIC.233413.5.NC_002945.CDS.1186189.1187271.rev","PATRIC","CDS",1186189,1187271,1083,"-","FIG01304453","PLF_1763_00001597","PGF_08091577","NP_854747.1",360,,"FIG00613342: Bacterial patatin-like phospholipase domain containing protein",
"Mycobacterium bovis AF2122/97","233413.5","NC_002945","fig|233413.5.peg.1191","Mb1093c","VBIMycBov88188_1191","PATRIC.233413.5.NC_002945.CDS.1187352.1187771.rev","PATRIC","CDS",1187352,1187771,420,"-","FIG01316007","PLF_1763_00002426","PGF_00041882","NP_854748.1",139,"lpqV","Putative lipoprotein LpqV",
"Mycobacterium bovis AF2122/97","233413.5","NC_002945","fig|233413.5.peg.11","Mb0008c","VBIMycBov88188_0011","PATRIC.233413.5.NC_002945.CDS.11874.12311.rev","PATRIC","CDS",11874,12311,438,"-","FIG01310638","PLF_1763_00143359","PGF_00002701","NP_853678.1",145,,"FIG024317: hypothetical protein",
"Mycobacterium bovis AF2122/97","233413.5","NC_002945","fig|233413.5.peg.1192","Mb1094","VBIMycBov88188_1192","PATRIC.233413.5.NC_002945.CDS.1187883.1188449.fwd","PATRIC","CDS",1187883,1188449,567,"+","FIG00822060","PLF_1763_00001302","PGF_00420063","NP_854749.1",188,,"Cysteine dioxygenase (EC 1.13.11.20)","GO:0017172|cysteine dioxygenase activity"
"Mycobacterium bovis AF2122/97","233413.5","NC_002945","fig|233413.5.peg.1193","Mb1095","VBIMycBov88188_1193","PATRIC.233413.5.NC_002945.CDS.1188446.1188841.fwd","PATRIC","CDS",1188446,1188841,396,"+","FIG00820002","PLF_1763_00001582","PGF_00048398","NP_854750.1",131,,"Rhodanese-related sulfurtransferase, 1 domain",
"Mycobacterium bovis AF2122/97","233413.5","NC_002945","fig|233413.5.peg.1194","Mb1096c","VBIMycBov88188_1194","PATRIC.233413.5.NC_002945.CDS.1188869.1190884.rev","PATRIC","CDS",1188869,1190884,2016,"-","FIG01274276","PLF_1763_00148268","PGF_02936417","NP_854751.1",671,"PE_PGRS19","PE_PGRS family protein => PE_PGRS19",
"Mycobacterium bovis AF2122/97","233413.5","NC_002945","fig|233413.5.peg.1195","Mb1097c","VBIMycBov88188_1195","PATRIC.233413.5.NC_002945.CDS.1191217.1193304.rev","PATRIC","CDS",1191217,1193304,2088,"-","FIG01663448","PLF_1763_00158214","PGF_02878345","NP_854752.1",695,"PE_PGRS20","PE_PGRS family protein => PE_PGRS20",
"Mycobacterium bovis AF2122/97","233413.5","NC_002945","fig|233413.5.peg.1196",,"VBIMycBov88188_1196","PATRIC.233413.5.NC_002945.CDS.1193357.1193503.fwd","PATRIC","CDS",1193357,1193503,147,"+","FIG01405900","PLF_1763_00003974","PGF_08225224",,48,,"hypothetical protein",
"Mycobacterium bovis AF2122/97","233413.5","NC_002945","fig|233413.5.peg.1197",,"VBIMycBov88188_1197","PATRIC.233413.5.NC_002945.CDS.1193595.1193735.fwd","PATRIC","CDS",1193595,1193735,141,"+","FIG00823329","PLF_1763_00003508","PGF_02412533",,46,,"hypothetical protein",
"Mycobacterium bovis AF2122/97","233413.5","NC_002945","fig|233413.5.peg.1198","Mb1098c","VBIMycBov88188_1198","PATRIC.233413.5.NC_002945.CDS.1193870.1195633.rev","PATRIC","CDS",1193870,1195633,1764,"-","FIG01329746","PLF_1763_00001093","PGF_00036084","NP_854753.1",587,,"Predicted membrane protein (DUF2319)",
"Mycobacterium bovis AF2122/97","233413.5","NC_002945","fig|233413.5.peg.1199","Mb1099c","VBIMycBov88188_1199","PATRIC.233413.5.NC_002945.CDS.1195630.1196403.rev","PATRIC","CDS",1195630,1196403,774,"-","FIG01304475","PLF_1763_00000910","PGF_01555249","NP_854754.1",257,"echA8","Enoyl-CoA hydratase (EC 4.2.1.17) => degradation of branched-chain amino acids and alpha-keto acids","GO:0004300|enoyl-CoA hydratase activity"
"Mycobacterium bovis AF2122/97","233413.5","NC_002945","fig|233413.5.peg.1200","Mb1100c","VBIMycBov88188_1200","PATRIC.233413.5.NC_002945.CDS.1196415.1197452.rev","PATRIC","CDS",1196415,1197452,1038,"-","FIG00133111","PLF_1763_00033701","PGF_02976396","NP_854755.1",345,"echA9","3-hydroxyisobutyryl-CoA hydrolase (EC 3.1.2.4)","GO:0003860|3-hydroxyisobutyryl-CoA hydrolase activity"
"Mycobacterium bovis AF2122/97","233413.5","NC_002945","fig|233413.5.peg.1201",,"VBIMycBov88188_1201","PATRIC.233413.5.NC_002945.CDS.1197545.1197679.fwd","PATRIC","CDS",1197545,1197679,135,"+","FIG01491204","PLF_1763_00003946","PGF_02413208",,44,,"hypothetical protein",
"Mycobacterium bovis AF2122/97","233413.5","NC_002945","fig|233413.5.peg.1202","Mb1101","VBIMycBov88188_1202","PATRIC.233413.5.NC_002945.CDS.1197639.1198475.fwd","PATRIC","CDS",1197639,1198475,837,"+","FIG00662132","PLF_1763_00000988","PGF_00426606","NP_854756.1",278,,"FIG00543890: possible membrane protein",
"Mycobacterium bovis AF2122/97","233413.5","NC_002945","fig|233413.5.peg.1203","Mb1102","VBIMycBov88188_1203","PATRIC.233413.5.NC_002945.CDS.1198582.1199442.fwd","PATRIC","CDS",1198582,1199442,861,"+","FIG00823206","PLF_1763_00355591","PGF_08225224","NP_854757.1",286,,"hypothetical protein",
"Mycobacterium bovis AF2122/97","233413.5","NC_002945","fig|233413.5.peg.118","Mb0106c","VBIMycBov88188_0118","PATRIC.233413.5.NC_002945.CDS.119951.122194.rev","PATRIC","CDS",119951,122194,2244,"-","FIG00658111","PLF_1763_00002461","PGF_07109475","NP_853774.1",747,"ctpB","Lead, cadmium, zinc and mercury transporting ATPase (EC 3.6.3.3) (EC 3.6.3.5); Copper-translocating P-type ATPase (EC 3.6.3.4)","GO:0004008|copper-exporting ATPase activity"
"Mycobacterium bovis AF2122/97","233413.5","NC_002945","fig|233413.5.peg.1204","Mb1103c","VBIMycBov88188_1204","PATRIC.233413.5.NC_002945.CDS.1199516.1200682.rev","PATRIC","CDS",1199516,1200682,1167,"-","FIG00000004","PLF_1763_00000404","PGF_08262214","NP_854758.1",388,"fadA3","3-ketoacyl-CoA thiolase (EC 2.3.1.16) @ Acetyl-CoA acetyltransferase (EC 2.3.1.9)","GO:0003985|acetyl-CoA C-acetyltransferase activity;GO:0003988|acetyl-CoA C-acyltransferase activity"
"Mycobacterium bovis AF2122/97","233413.5","NC_002945","fig|233413.5.peg.1205","Mb1104c","VBIMycBov88188_1205","PATRIC.233413.5.NC_002945.CDS.1200786.1201730.rev","PATRIC","CDS",1200786,1201730,945,"-","FIG00815422","PLF_1763_00347761","PGF_00049712","NP_854759.1",314,,"SGNH hydrolase family",
"Mycobacterium bovis AF2122/97","233413.5","NC_002945","fig|233413.5.peg.1206","Mb1105","VBIMycBov88188_1206","PATRIC.233413.5.NC_002945.CDS.1201953.1203020.fwd","PATRIC","CDS",1201953,1203020,1068,"+","FIG01380254","PLF_1763_00044703","PGF_00424779","NP_854760.1",355,"lipU","Esterase/lipase Rv1076/Rv3487c",
"Mycobacterium bovis AF2122/97","233413.5","NC_002945","fig|233413.5.peg.1207","Mb1106","VBIMycBov88188_1207","PATRIC.233413.5.NC_002945.CDS.1203077.1204471.fwd","PATRIC","CDS",1203077,1204471,1395,"+","FIG00022427","PLF_1763_00000379","PGF_00760084","NP_854761.1",464,"cbs","Cystathionine beta-synthase (EC 4.2.1.22)","GO:0004122|cystathionine beta-synthase activity"
"Mycobacterium bovis AF2122/97","233413.5","NC_002945","fig|233413.5.peg.1208","Mb1107","VBIMycBov88188_1208","PATRIC.233413.5.NC_002945.CDS.1204673.1205395.fwd","PATRIC","CDS",1204673,1205395,723,"+","FIG01375448","PLF_1763_00280440","PGF_00037549","NP_854762.1",240,"pra","Proline-rich antigen homolog",
"Mycobacterium bovis AF2122/97","233413.5","NC_002945","fig|233413.5.peg.1209","Mb1108","VBIMycBov88188_1209","PATRIC.233413.5.NC_002945.CDS.1205427.1206593.fwd","PATRIC","CDS",1205427,1206593,1167,"+","FIG00001346","PLF_1763_00000857","PGF_05950073","NP_854763.1",388,"metB","Cystathionine gamma-lyase (EC 4.4.1.1)","GO:0004123|cystathionine gamma-lyase activity"
"Mycobacterium bovis AF2122/97","233413.5","NC_002945","fig|233413.5.peg.1210","Mb1109c","VBIMycBov88188_1210","PATRIC.233413.5.NC_002945.CDS.1206664.1207158.rev","PATRIC","CDS",1206664,1207158,495,"-","FIG00000288","PLF_1763_00001126","PGF_01043799","NP_854764.1",164,"greA","Transcription elongation factor GreA","GO:0003677|DNA binding;GO:0003711|transcription elongation regulator activity"
"Mycobacterium bovis AF2122/97","233413.5","NC_002945","fig|233413.5.peg.1211","Mb1110c","VBIMycBov88188_1211","PATRIC.233413.5.NC_002945.CDS.1207344.1207685.rev","PATRIC","CDS",1207344,1207685,342,"-","FIG00821096","PLF_1763_00002330","PGF_00408693","NP_854765.1",113,,"putative membrane protein",
"Mycobacterium bovis AF2122/97","233413.5","NC_002945","fig|233413.5.peg.1212","Mb1111","VBIMycBov88188_1212","PATRIC.233413.5.NC_002945.CDS.1207880.1208746.fwd","PATRIC","CDS",1207880,1208746,867,"+","FIG00006621","PLF_1763_00000164","PGF_00023532","NP_854766.1",288,"mca","Mycothiol S-conjugate amidase Mca",
"Mycobacterium bovis AF2122/97","233413.5","NC_002945","fig|233413.5.peg.1213","Mb1112","VBIMycBov88188_1213","PATRIC.233413.5.NC_002945.CDS.1208743.1209009.fwd","PATRIC","CDS",1208743,1209009,267,"+","FIG00999229","PLF_1763_00003241","PGF_02411607","NP_854767.1",88,,"hypothetical protein",
"Mycobacterium bovis AF2122/97","233413.5","NC_002945","fig|233413.5.peg.1214","Mb1113","VBIMycBov88188_1214","PATRIC.233413.5.NC_002945.CDS.1209077.1211017.fwd","PATRIC","CDS",1209077,1211017,1941,"+","FIG00000175","PLF_1763_00080047","PGF_05864899","NP_854768.1",646,,"Uncharacterized protein YyaL",
"Mycobacterium bovis AF2122/97","233413.5","NC_002945","fig|233413.5.peg.1215",,"VBIMycBov88188_1215","PATRIC.233413.5.NC_002945.CDS.1211027.1211146.fwd","PATRIC","CDS",1211027,1211146,120,"+","FIG00820691","PLF_1763_00003599","PGF_02412584",,39,,"hypothetical protein",
"Mycobacterium bovis AF2122/97","233413.5","NC_002945","fig|233413.5.peg.1216","Mb1114c","VBIMycBov88188_1216","PATRIC.233413.5.NC_002945.CDS.1211116.1211892.rev","PATRIC","CDS",1211116,1211892,777,"-","FIG01323667","PLF_1763_00000803","PGF_00002592","NP_854769.1",258,,"FIG01964566: Predicted membrane protein, hemolysin III homolog",
"Mycobacterium bovis AF2122/97","233413.5","NC_002945","fig|233413.5.peg.1217","Mb1115","VBIMycBov88188_1217","PATRIC.233413.5.NC_002945.CDS.1211955.1212743.fwd","PATRIC","CDS",1211955,1212743,789,"+","FIG01306574","PLF_1763_00000682","PGF_00059672","NP_854770.1",262,,"(2E,6Z)-farnesyl diphosphate synthase (EC 2.5.1.68)",
"Mycobacterium bovis AF2122/97","233413.5","NC_002945","fig|233413.5.peg.1218",,"VBIMycBov88188_1218","PATRIC.233413.5.NC_002945.CDS.1212740.1212835.fwd","PATRIC","CDS",1212740,1212835,96,"+","FIG01390751","PLF_1763_00023007","PGF_00706069",,31,,"hypothetical protein",
"Mycobacterium bovis AF2122/97","233413.5","NC_002945","fig|233413.5.peg.1219","Mb1116","VBIMycBov88188_1219","PATRIC.233413.5.NC_002945.CDS.1212920.1215244.fwd","PATRIC","CDS",1212920,1215244,2325,"+","FIG00638284","PLF_1763_00149320","PGF_03132252","NP_854771.1",774,"PE_PGRS21","PE_PGRS family protein => PE_PGRS21",
"Mycobacterium bovis AF2122/97","233413.5","NC_002945","fig|233413.5.peg.1220","Mb1116A","VBIMycBov88188_1220","PATRIC.233413.5.NC_002945.CDS.1215466.1215741.fwd","PATRIC","CDS",1215466,1215741,276,"+","FIG00000110","PLF_1763_00003789","PGF_02280759","NP_854772.1",91,,"Undecaprenyl diphosphate synthase (EC 2.5.1.31)","GO:0008834|di-trans,poly-cis-decaprenylcistransferase activity"
"Mycobacterium bovis AF2122/97","233413.5","NC_002945","fig|233413.5.peg.1221","Mb1117","VBIMycBov88188_1221","PATRIC.233413.5.NC_002945.CDS.1215876.1216328.fwd","PATRIC","CDS",1215876,1216328,453,"+","FIG01311212","PLF_1763_00004042","PGF_04024949","NP_854773.1",150,"PE9","PE family protein => PE9",
"Mycobacterium bovis AF2122/97","233413.5","NC_002945","fig|233413.5.peg.1222","Mb1118","VBIMycBov88188_1222","PATRIC.233413.5.NC_002945.CDS.1216207.1216512.fwd","PATRIC","CDS",1216207,1216512,306,"+","FIG01313150","PLF_1763_00004020","PGF_00029152","NP_854774.1",101,"PE10","PE family protein => PE10",
"Mycobacterium bovis AF2122/97","233413.5","NC_002945","fig|233413.5.peg.1223",,"VBIMycBov88188_1223","PATRIC.233413.5.NC_002945.CDS.1216606.1216788.fwd","PATRIC","CDS",1216606,1216788,183,"+","FIG00638284","PLF_1763_00002992","PGF_02410957",,60,,"hypothetical protein",
"Mycobacterium bovis AF2122/97","233413.5","NC_002945","fig|233413.5.peg.1224","Mb1120","VBIMycBov88188_1224","PATRIC.233413.5.NC_002945.CDS.1216980.1217435.fwd","PATRIC","CDS",1216980,1217435,456,"+","FIG01310181","PLF_1763_00002952","PGF_02410932","NP_854776.1",151,"celA2b","hypothetical protein",
"Mycobacterium bovis AF2122/97","233413.5","NC_002945","fig|233413.5.peg.1225",,"VBIMycBov88188_1225","PATRIC.233413.5.NC_002945.CDS.1217559.1217684.fwd","PATRIC","CDS",1217559,1217684,126,"+","FIG01339746","PLF_1763_00003568","PGF_02412569",,41,,"hypothetical protein",
"Mycobacterium bovis AF2122/97","233413.5","NC_002945","fig|233413.5.peg.1226","Mb1121","VBIMycBov88188_1226","PATRIC.233413.5.NC_002945.CDS.1217850.1220402.fwd","PATRIC","CDS",1217850,1220402,2553,"+",,"PLF_1763_00144124","PGF_02898776","NP_854777.1",850,"PE_PGRS22","PE_PGRS family protein => PE_PGRS22",
"Mycobacterium bovis AF2122/97","233413.5","NC_002945","fig|233413.5.peg.1227",,"VBIMycBov88188_1227","PATRIC.233413.5.NC_002945.CDS.1220461.1220589.fwd","PATRIC","CDS",1220461,1220589,129,"+","FIG00822376","PLF_1763_00002993","PGF_02410960",,42,,"hypothetical protein",
"Mycobacterium bovis AF2122/97","233413.5","NC_002945","fig|233413.5.peg.1228","Mb1122c","VBIMycBov88188_1228","PATRIC.233413.5.NC_002945.CDS.1220620.1221492.rev","PATRIC","CDS",1220620,1221492,873,"-","FIG00000936","PLF_1763_00000330","PGF_04449783","NP_854778.1",290,"coaA","Pantothenate kinase (EC 2.7.1.33)","GO:0004594|pantothenate kinase activity"
"Mycobacterium bovis AF2122/97","233413.5","NC_002945","fig|233413.5.peg.1229","Mb1123","VBIMycBov88188_1229","PATRIC.233413.5.NC_002945.CDS.1221946.1223226.fwd","PATRIC","CDS",1221946,1223226,1281,"+","FIG00147090","PLF_1763_00001726","PGF_05622318","NP_854779.1",426,"glyA","Serine hydroxymethyltransferase (EC 2.1.2.1)","GO:0004372|glycine hydroxymethyltransferase activity"
"Mycobacterium bovis AF2122/97","233413.5","NC_002945","fig|233413.5.peg.1230","Mb1124","VBIMycBov88188_1230","PATRIC.233413.5.NC_002945.CDS.1223307.1224158.fwd","PATRIC","CDS",1223307,1224158,852,"+","FIG00996037","PLF_1763_00000524","PGF_02418688","NP_854780.1",283,"desA2","Acyl-[acyl-carrier protein] desaturase DesA2 (EC 1.14.19.2)","GO:0045300|acyl-[acyl-carrier-protein] desaturase activity"
"Mycobacterium bovis AF2122/97","233413.5","NC_002945","fig|233413.5.peg.119","Mb0107","VBIMycBov88188_0119","PATRIC.233413.5.NC_002945.CDS.122380.123867.fwd","PATRIC","CDS",122380,123867,1488,"+","FIG00823329","PLF_1763_00000080","PGF_01083102","NP_853775.1",495,,"hypothetical protein",
"Mycobacterium bovis AF2122/97","233413.5","NC_002945","fig|233413.5.peg.1231","Mb1125","VBIMycBov88188_1231","PATRIC.233413.5.NC_002945.CDS.1224369.1225670.fwd","PATRIC","CDS",1224369,1225670,1302,"+","FIG00075426","PLF_1763_00000259","PGF_06051594","NP_854781.1",433,"phoH2","Predicted ATPase related to phosphate starvation-inducible protein PhoH",
"Mycobacterium bovis AF2122/97","233413.5","NC_002945","fig|233413.5.peg.1232","Mb1126","VBIMycBov88188_1232","PATRIC.233413.5.NC_002945.CDS.1225757.1226632.fwd","PATRIC","CDS",1225757,1226632,876,"+","FIG01314096","PLF_1763_00056833","PGF_00681996","NP_854782.1",291,,"Possible glycosyl hydrolase (EC 3.-.-.-)","GO:0003923|GPI-anchor transamidase activity;GO:0003923|coenzyme F390-A hydrolase activity;GO:0003923|coenzyme F390-G hydrolase activity"
"Mycobacterium bovis AF2122/97","233413.5","NC_002945","fig|233413.5.peg.1233","Mb1127c","VBIMycBov88188_1233","PATRIC.233413.5.NC_002945.CDS.1226635.1227516.rev","PATRIC","CDS",1226635,1227516,882,"-","FIG01270577","PLF_1763_00002848","PGF_08225224","NP_854783.1",293,,"hypothetical protein",
